,index,func_id,fun_loc,fun_cplx,mod_loc,mod_cplx,fun_nChanges,mod_nChanges,fun_nAuth,mod_nAuth,n_input,n_decl,n_coloc_funs,locom,n_sanity_check,n_cast,n_null_ptr,n_ptr_mod,avg_contr_follow,avg_contr_forks,avg_contr_repos,avg_contr_start,avg_contr_watch,is_vuln,filepath,funcname,sec_large_add,large_del,max_com_mod_span,max_com_func_span,min_contrib_com,year
20,20,ssl23_get_client_hello_ssl%s23_srvr_280b1f1ad12131defcd986676a8fc9717aaa601b_CVE-2014-3511,468,77.0,651,103.0,1,65,0,10,1,18,3,167,127,8,0,0,45.0,0.2,7.2,1.0,1.0,True,ssl/s23_srvr.c,ssl23_get_client_hello,18,42,490,2269,9,2014
21,21,test_sqr_crypto%bn%bntest_a7a44ba55cb4f884c6bc9ceac90072dea38e66d0_CVE-2014-3570,41,6.0,2153,295.0,2,82,0,13,2,5,36,0,1,0,0,0,45.0,0.2,7.2,1.0,1.0,True,crypto/bn/bntest.c,test_sqr,2,12,490,2269,196,2014
22,22,dtls1_get_message_fragment_ssl%d1_both_d3152655d5319ce883c8e3ac4b99f8de4c59d846_CVE-2014-0221,139,22.0,1617,202.0,3,50,1,8,5,14,30,41,15,2,0,0,64.0,2.0,4.0,5.0,5.0,True,ssl/d1_both.c,dtls1_get_message_fragment,135,231,22,152,347,2014
23,23,tls1_process_heartbeat_ssl%t1_lib_96db9023b881d7cd9f379b0c154650d6c108e9a3_CVE-2014-0160,74,9.0,2725,462.0,3,126,1,12,1,15,29,18,6,0,0,0,47.0,0.0,2.0,1.0,1.0,True,ssl/t1_lib.c,tls1_process_heartbeat,0,64,13,20,2256,2014
24,24,dtls1_clear_queues_ssl%d1_lib_470990fee0182566d439ef7e82d1abf18b7085d7_CVE-2014-8176,46,8.0,534,71.0,5,41,1,6,1,7,18,0,0,5,0,0,47.0,0.0,2.0,1.0,1.0,True,ssl/d1_lib.c,dtls1_clear_queues,0,12,2,3,2274,2014
25,25,dtls1_process_heartbeat_ssl%d1_both_96db9023b881d7cd9f379b0c154650d6c108e9a3_CVE-2014-0160,75,9.0,1598,198.0,3,47,1,7,1,15,30,18,6,0,0,0,47.0,0.0,2.0,1.0,1.0,True,ssl/d1_both.c,dtls1_process_heartbeat,0,67,13,20,2256,2014
26,26,ssl_scan_serverhello_tlsext_ssl%t1_lib_fb0bc2b273bcc2d5401dd883fe869af4fc74bb21_CVE-2014-3509,333,65.0,4714,894.0,40,202,4,20,5,24,72,47,244,2,0,0,45.75,0.30416666666666664,16.75,1.1833333333333331,1.1833333333333331,True,ssl/t1_lib.c,ssl_scan_serverhello_tlsext,40,52,14,76,5,2014
27,27,OBJ_obj2txt_crypto%objects%obj_dat_0042fb5fd1c9d257d713b15a1f45da05cf5c1c87_CVE-2014-3508,139,38.0,809,171.0,13,55,5,12,4,20,24,0,26,2,0,0,42.0,0.46,6.6,1.22,1.22,True,crypto/objects/obj_dat.c,OBJ_obj2txt,65,122,93,190,85,2014
28,28,dtls1_process_out_of_seq_message_ssl%d1_both_1250f12613b61758675848f6600ebd914ccd7636_CVE-2014-3506,89,21.0,1489,191.0,10,55,4,10,3,14,27,16,11,5,0,0,57.75,0.6499999999999999,9.0,1.875,1.875,True,ssl/d1_both.c,dtls1_process_out_of_seq_message,32,38,22,152,351,2014
29,29,dtls1_reassemble_fragment_ssl%d1_both_d0a4b7d1a2948fce38515b8d862f43e7ba0ebf74_CVE-2014-3507,102,17.0,1492,193.0,8,56,4,10,3,15,28,11,6,9,0,0,274.5,2.0988095238095243,23.5,10.418295739348373,10.418295739348373,True,ssl/d1_both.c,dtls1_reassemble_fragment,9,100,1,8,1,2014
30,30,srp_Calc_k_crypto%srp%srp_lib_4a23b12a031860253b58d503f296377ca076427b_CVE-2014-3512,34,2.0,361,82.0,2,6,1,3,2,9,11,6,0,0,0,0,47.0,0.0,2.0,1.0,1.0,True,crypto/srp/srp_lib.c,srp_Calc_k,0,29,20,107,351,2014
31,31,SRP_Calc_u_crypto%srp%srp_lib_4a23b12a031860253b58d503f296377ca076427b_CVE-2014-3512,37,7.0,361,82.0,2,6,1,3,3,6,11,3,3,0,0,0,47.0,0.0,2.0,1.0,1.0,True,crypto/srp/srp_lib.c,SRP_Calc_u,0,34,20,107,351,2014
32,32,dtls1_reassemble_fragment_ssl%d1_both_1250f12613b61758675848f6600ebd914ccd7636_CVE-2014-3506,115,18.0,1489,191.0,7,55,3,10,3,16,27,15,6,9,0,0,36.0,0.1,10.333333333333334,0.9228070175438596,0.9228070175438596,True,ssl/d1_both.c,dtls1_reassemble_fragment,9,100,1,8,1,2014
33,33,c2i_ASN1_OBJECT_crypto%asn1%a_object_0042fb5fd1c9d257d713b15a1f45da05cf5c1c87_CVE-2014-3508,73,18.0,407,88.0,13,35,5,11,3,6,9,20,8,5,0,0,42.0,0.46,6.6,1.22,1.22,True,crypto/asn1/a_object.c,c2i_ASN1_OBJECT,14,17,77,190,250,2014
