,func_id,fun_loc,fun_cplx,mod_loc,mod_cplx,fun_nChanges,mod_nChanges,fun_nAuth,mod_nAuth,n_input,n_decl,n_coloc_funs,locom,n_sanity_check,n_cast,n_null_ptr,n_ptr_mod,avg_contr_follow,avg_contr_forks,avg_contr_repos,avg_contr_start,avg_contr_watch,is_vuln,filepath,funcname,sec_large_add,large_del,max_com_mod_span,max_com_func_span,min_contrib_com
19,app_RAND_write_apps%app_rand,12,3.0,93,20.0,8,30,3,12,0,0,5,0,0,0,0,0,43.33333333333334,0.25384615384615383,8.0,0.7999999999999999,0.7999999999999999,False,apps/app_rand.c,app_RAND_write,0,6,26,33,442
20,fileno_stdout_apps%apps,5,1.0,2748,568.0,2,307,2,37,0,0,102,0,0,0,0,0,63.0,1.15,12.0,2.55,2.55,False,apps/apps.c,fileno_stdout,0,4,3,7,1100
21,app_access_apps%apps,9,1.0,2748,568.0,4,307,2,37,2,0,102,0,0,0,0,0,65.5,1.2307692307692308,8.5,3.0,3.0,False,apps/apps.c,app_access,0,8,53,259,442
22,WIN32_rename_apps%apps,54,17.0,2748,568.0,2,307,2,37,2,16,102,2,5,7,0,0,61.0,1.15,7.0,3.2,3.2,False,apps/apps.c,WIN32_rename,47,48,848,7132,196
23,istext_apps%apps,5,1.0,2748,568.0,3,307,1,37,1,0,102,0,0,0,0,0,62.0,0.3,20.0,0.1,0.1,False,apps/apps.c,istext,0,2,6,15,1100
24,store_setup_crl_download_apps%apps,5,1.0,2748,568.0,5,307,3,37,1,0,102,0,0,0,0,0,56.33333333333334,0.7666666666666666,5.333333333333333,2.466666666666667,2.466666666666667,False,apps/apps.c,store_setup_crl_download,0,4,848,7132,950
25,loadfiles_apps%app_rand,27,8.0,93,20.0,11,30,5,12,1,4,5,0,2,0,0,0,30.4,0.5084480431848853,13.6,0.5835087719298245,0.5835087719298245,False,apps/app_rand.c,loadfiles,0,14,26,33,141
26,app_isdir_apps%apps,40,2.0,2748,568.0,4,307,4,37,2,9,102,0,4,1,0,0,44.25,0.6264705882352941,12.5,1.9455882352941176,1.9455882352941176,False,apps/apps.c,app_isdir,24,25,848,7132,6
27,index_index_apps%apps,22,4.0,2748,568.0,3,307,2,37,1,0,102,0,5,0,0,0,60.0,0.3,15.0,0.75,0.75,False,apps/apps.c,index_index,20,23,848,7132,379
28,free_index_apps%apps,9,2.0,2748,568.0,6,307,3,37,1,0,102,0,1,0,0,0,62.33333333333334,0.3538461538461539,14.333333333333336,0.8333333333333334,0.8333333333333334,False,apps/apps.c,free_index,5,7,848,7132,107
29,raw_write_stdout_apps%apps,14,1.0,2748,568.0,4,307,3,37,4,1,102,0,4,0,0,0,42.66666666666666,0.7666666666666666,10.666666666666666,2.1333333333333333,2.1333333333333333,False,apps/apps.c,raw_write_stdout,7,8,848,7132,6
30,bio_to_mem_apps%apps,37,9.0,2748,568.0,5,307,3,37,3,4,102,0,3,1,0,0,37.0,1.1,4.333333333333333,0.7999999999999999,0.7999999999999999,False,apps/apps.c,bio_to_mem,29,32,848,7132,101
31,app_tminterval_apps%apps,155,3.0,2748,568.0,13,307,5,37,10,39,102,1,55,8,0,0,48.4,0.5523076923076923,9.4,1.6800000000000002,1.6800000000000002,False,apps/apps.c,app_tminterval,43,45,848,7132,6
32,crls_http_cb_apps%apps,30,4.0,2748,568.0,4,307,3,37,2,2,102,3,0,0,0,0,57.33333333333334,0.25384615384615383,8.333333333333334,1.1333333333333333,1.1333333333333333,False,apps/apps.c,crls_http_cb,21,22,848,7132,442
33,raw_read_stdin_apps%apps,19,1.0,2748,568.0,6,307,5,37,6,1,102,0,6,0,0,0,51.0,0.5464150943396227,21.0,1.330188679245283,1.330188679245283,False,apps/apps.c,raw_read_stdin,7,8,848,7132,6
34,parse_yesno_apps%apps,21,12.0,2748,568.0,7,307,3,37,2,0,102,10,2,0,0,0,62.33333333333334,0.3538461538461539,14.333333333333336,0.8333333333333334,0.8333333333333334,False,apps/apps.c,parse_yesno,25,28,848,7132,85
35,wrap_password_callback_apps%apps,5,1.0,2748,568.0,1,307,1,37,4,0,102,0,0,1,0,0,67.0,0.4615384615384616,13.0,1.0,1.0,False,apps/apps.c,wrap_password_callback,0,4,1,6,442
36,app_RAND_load_conf_apps%app_rand,16,4.0,93,20.0,16,30,7,12,2,5,5,0,0,0,0,0,40.42857142857143,0.37728319346988665,19.714285714285715,0.5478791317917435,0.5478791317917435,False,apps/app_rand.c,app_RAND_load_conf,1,11,26,33,111
37,ctx_set_verify_locations_apps%apps,14,7.0,2748,568.0,3,307,3,37,5,0,102,0,10,0,0,0,56.66666666666666,0.2753515301902399,18.0,0.8107526881720429,0.8107526881720429,False,apps/apps.c,ctx_set_verify_locations,7,10,53,259,442
38,app_init_apps%apps,5,1.0,2748,568.0,7,307,4,37,1,0,102,0,0,0,0,0,62.75,0.7653846153846154,11.75,1.875,1.875,False,apps/apps.c,app_init,1,3,848,7132,6
39,get_dp_url_apps%apps,23,7.0,2748,568.0,4,307,3,37,1,9,102,1,2,1,0,0,57.33333333333334,0.25384615384615383,8.333333333333334,1.1333333333333333,1.1333333333333333,False,apps/apps.c,get_dp_url,19,22,848,7132,442
40,rotate_index_apps%apps,71,11.0,2748,568.0,7,307,4,37,3,2,102,0,1,0,0,0,62.75,0.7653846153846154,11.75,1.875,1.875,False,apps/apps.c,rotate_index,64,120,848,7132,136
41,save_index_apps%apps,46,6.0,2748,568.0,8,307,4,37,3,2,102,0,0,0,0,0,62.75,0.7653846153846154,11.75,1.875,1.875,False,apps/apps.c,save_index,48,62,848,7132,136
42,ui_write_apps%apps,30,12.0,2748,568.0,6,307,3,37,2,5,102,0,3,1,0,0,62.33333333333334,0.3538461538461539,14.333333333333336,0.8333333333333334,0.8333333333333334,False,apps/apps.c,ui_write,18,21,848,7132,85
43,setup_ui_method_apps%apps,14,1.0,2748,568.0,4,307,2,37,0,0,102,0,0,0,0,0,60.0,0.3,15.0,0.75,0.75,False,apps/apps.c,setup_ui_method,8,9,848,7132,85
44,rand_serial_apps%apps,25,7.0,2748,568.0,6,307,3,37,2,3,102,0,3,0,0,0,57.33333333333334,0.25384615384615383,8.333333333333334,1.1333333333333333,1.1333333333333333,False,apps/apps.c,rand_serial,25,26,848,7132,442
45,destroy_ui_method_apps%apps,8,2.0,2748,568.0,11,307,3,37,0,0,102,0,0,0,0,0,55.66666666666666,0.2,10.666666666666666,0.8333333333333334,0.8333333333333334,False,apps/apps.c,destroy_ui_method,6,8,848,7132,85
46,pkey_ctrl_string_apps%apps,18,3.0,2748,568.0,5,307,3,37,2,5,102,0,0,0,0,0,57.33333333333334,0.25384615384615383,8.333333333333334,1.1333333333333333,1.1333333333333333,False,apps/apps.c,pkey_ctrl_string,15,17,848,7132,107
47,ctx_set_ctlog_list_file_apps%apps,8,2.0,2748,568.0,4,307,2,37,2,0,102,0,1,0,0,0,55.0,0.09829580036518563,42.0,0.09160073037127206,0.09160073037127206,False,apps/apps.c,ctx_set_ctlog_list_file,1,12,41,123,27
48,app_load_modules_apps%apps,19,4.0,2748,568.0,3,307,3,37,1,3,102,0,3,0,0,0,45.0,1.2538461538461538,11.333333333333336,0.3666666666666667,0.3666666666666667,False,apps/apps.c,app_load_modules,0,18,42,47,101
49,print_name_apps%apps,26,5.0,2748,568.0,9,307,4,37,4,5,102,0,3,0,0,0,43.0,0.15,8.25,0.625,0.625,False,apps/apps.c,print_name,20,24,848,7132,136
50,set_nameopt_apps%apps,10,2.0,2748,568.0,5,307,3,37,1,5,102,0,0,0,0,0,37.66666666666666,0.1,5.333333333333333,0.8833333333333333,0.8833333333333333,False,apps/apps.c,set_nameopt,0,8,11,21,11
51,rotate_serial_apps%apps,48,7.0,2748,568.0,8,307,5,37,3,2,102,0,1,0,0,0,51.4,1.2123076923076923,9.6,1.5,1.5,False,apps/apps.c,rotate_serial,40,69,848,7132,101
52,set_cert_ex_apps%apps,26,1.0,2748,568.0,6,307,2,37,2,25,102,0,0,0,0,0,52.5,0.15,6.0,1.2,1.2,False,apps/apps.c,set_cert_ex,22,22,848,7132,950
53,add_oid_section_apps%apps,26,5.0,2748,568.0,7,307,5,37,1,3,102,0,2,0,0,0,47.8,0.2123076923076923,9.2,0.7,0.7,False,apps/apps.c,add_oid_section,21,22,848,7132,442
54,app_get_pass_apps%apps,75,17.0,2748,568.0,3,307,3,37,2,8,102,11,13,0,0,0,40.0,1.153846153846154,5.333333333333333,0.6666666666666666,0.6666666666666666,False,apps/apps.c,app_get_pass,56,67,848,7132,43
55,print_cert_checks_apps%apps,26,8.0,2748,568.0,7,307,4,37,5,0,102,0,10,0,0,0,48.75,0.19038461538461532,7.25,0.85,0.85,False,apps/apps.c,print_cert_checks,22,28,848,7132,107
56,save_serial_apps%apps,52,7.0,2748,568.0,11,307,5,37,4,9,102,0,4,0,0,0,39.8,0.8123076923076923,12.4,0.5,0.5,False,apps/apps.c,save_serial,36,54,848,7132,6
57,release_engine_apps%apps,11,2.0,2748,568.0,1,307,1,37,1,0,102,3,1,0,0,0,62.0,0.3,20.0,0.1,0.1,False,apps/apps.c,release_engine,0,8,31,32,1100
58,prefix_read_apps%bf_prefix,5,1.0,177,36.0,1,3,1,1,4,0,10,0,0,0,0,0,62.0,0.3,20.0,0.1,0.1,False,apps/bf_prefix.c,prefix_read,0,4,1,9,1100
59,set_ext_copy_apps%apps,13,4.0,2748,568.0,3,307,3,37,2,0,102,0,6,0,0,0,57.33333333333334,0.25384615384615383,8.333333333333334,1.1333333333333333,1.1333333333333333,False,apps/apps.c,set_ext_copy,9,12,848,7132,442
60,load_index_apps%apps,66,7.0,2748,568.0,18,307,5,37,2,19,102,0,1,0,0,0,40.4,0.8123076923076923,9.4,0.7,0.7,False,apps/apps.c,load_index,64,94,848,7132,101
61,get_ui_method_apps%apps,5,1.0,2748,568.0,12,307,3,37,0,0,102,0,0,0,0,0,55.66666666666666,0.2,10.666666666666666,0.8333333333333334,0.8333333333333334,False,apps/apps.c,get_ui_method,0,4,1,1,1100
62,copy_extensions_apps%apps,49,9.0,2748,568.0,9,307,4,37,3,7,102,9,6,0,0,0,43.0,0.15,8.25,0.625,0.625,False,apps/apps.c,copy_extensions,0,39,848,7132,950
63,print_array_apps%apps,16,4.0,2748,568.0,3,307,3,37,4,1,102,0,1,0,0,0,57.33333333333334,0.25384615384615383,8.333333333333334,1.1333333333333333,1.1333333333333333,False,apps/apps.c,print_array,0,15,53,259,442
64,ui_read_apps%apps,32,12.0,2748,568.0,6,307,3,37,2,5,102,0,3,1,0,0,62.33333333333334,0.3538461538461539,14.333333333333336,0.8333333333333334,0.8333333333333334,False,apps/apps.c,ui_read,20,24,848,7132,85
65,prefix_gets_apps%bf_prefix,5,1.0,177,36.0,1,3,1,1,3,0,10,0,0,0,0,0,62.0,0.3,20.0,0.1,0.1,False,apps/bf_prefix.c,prefix_gets,0,4,1,9,1100
66,parse_name_apps%apps,98,19.0,2748,568.0,30,307,7,37,3,15,102,12,8,2,0,0,45.28571428571429,0.6743106411749852,22.57142857142857,1.3110240389706662,1.3110240389706662,False,apps/apps.c,parse_name,125,131,848,7132,1
67,load_cert_crl_http_apps%apps,49,13.0,2748,568.0,8,307,4,37,3,18,102,0,3,0,0,0,59.25,0.2234034833091437,19.5,0.8877358490566037,0.8877358490566037,False,apps/apps.c,load_cert_crl_http,53,61,848,7132,43
68,make_revoked_apps%ca,55,16.0,2606,549.0,3,304,2,32,2,20,13,0,11,0,0,0,26.5,1.5,1.5,0.5,0.5,False,apps/ca.c,make_revoked,53,120,848,7132,101
69,policies_print_apps%apps,14,2.0,2748,568.0,22,307,6,37,1,2,102,0,0,0,0,0,70.66666666666667,1.082051282051282,13.666666666666664,1.6019230769230768,1.6019230769230768,False,apps/apps.c,policies_print,19,21,848,7132,442
70,get_nameopt_apps%apps,5,2.0,2748,568.0,4,307,3,37,0,0,102,0,0,0,0,0,37.66666666666666,0.1,5.333333333333333,0.8833333333333333,0.8833333333333333,False,apps/apps.c,get_nameopt,0,4,11,21,11
71,prefix_callback_ctrl_apps%bf_prefix,5,1.0,177,36.0,1,3,1,1,3,0,10,0,0,0,0,0,62.0,0.3,20.0,0.1,0.1,False,apps/bf_prefix.c,prefix_callback_ctrl,0,4,1,9,1100
72,index_serial_hash_apps%apps,10,2.0,2748,568.0,6,307,4,37,1,1,102,0,0,0,0,0,58.5,0.2653846153846154,11.25,0.875,0.875,False,apps/apps.c,index_serial_hash,7,8,848,7132,379
73,set_multi_opts_apps%apps,19,4.0,2748,568.0,3,307,2,37,3,4,102,0,3,0,0,0,52.5,0.15,6.0,1.2,1.2,False,apps/apps.c,set_multi_opts,0,17,848,7132,950
74,prefix_create_apps%bf_prefix,14,2.0,177,36.0,1,3,1,1,1,4,10,0,0,0,0,0,62.0,0.3,20.0,0.1,0.1,False,apps/bf_prefix.c,prefix_create,0,13,1,9,1100
75,app_load_config_bio_apps%apps,26,4.0,2748,568.0,4,307,3,37,2,4,102,0,1,0,0,0,64.66666666666667,0.2978713110788583,28.66666666666667,0.4169811320754717,0.4169811320754717,False,apps/apps.c,app_load_config_bio,0,11,2,5,1100
76,dummy_srp_apps%ciphers,5,1.0,266,44.0,2,60,1,16,2,0,4,0,0,0,0,0,47.0,0.0,2.0,1.0,1.0,False,apps/ciphers.c,dummy_srp,0,4,1,2,2775
77,ui_close_apps%apps,10,2.0,2748,568.0,3,307,2,37,1,0,102,0,0,0,0,0,60.0,0.3,15.0,0.75,0.75,False,apps/apps.c,ui_close,4,5,848,7132,950
78,app_load_config_apps%apps,14,2.0,2748,568.0,4,307,3,37,1,2,102,0,0,0,0,0,64.66666666666667,0.2978713110788583,28.66666666666667,0.4169811320754717,0.4169811320754717,False,apps/apps.c,app_load_config,13,26,42,49,442
79,load_cert_apps%apps,44,9.0,2748,568.0,8,307,4,37,3,4,102,0,12,1,0,0,59.25,0.2234034833091437,19.5,0.8877358490566037,0.8877358490566037,False,apps/apps.c,load_cert,64,94,848,7132,6
80,prefix_ctrl_apps%bf_prefix,25,4.0,177,36.0,1,3,1,1,4,6,10,0,1,1,0,0,62.0,0.3,20.0,0.1,0.1,False,apps/bf_prefix.c,prefix_ctrl,0,24,1,9,1100
81,password_callback_apps%apps,63,13.0,2748,568.0,21,307,6,37,4,14,102,3,3,4,0,0,57.5,0.21976898887276244,19.0,0.6189072327044025,0.6189072327044025,False,apps/apps.c,password_callback,64,72,848,7132,1
82,make_revocation_str_apps%ca,89,18.0,2606,549.0,3,304,2,32,2,12,13,6,3,1,0,0,26.5,1.5,1.5,0.5,0.5,False,apps/ca.c,make_revocation_str,87,87,848,7132,101
83,util_store_cap_apps%engine,13,3.0,489,103.0,1,64,1,14,2,4,7,0,1,0,0,0,62.0,0.3,20.0,0.1,0.1,False,apps/engine.c,util_store_cap,0,12,1,2,1100
84,ui_open_apps%apps,10,2.0,2748,568.0,3,307,2,37,1,0,102,0,0,0,0,0,60.0,0.3,15.0,0.75,0.75,False,apps/apps.c,ui_open,4,5,848,7132,950
85,dummy_psk_apps%ciphers,7,1.0,266,44.0,3,60,2,16,6,0,4,0,0,0,0,0,52.5,0.15,6.0,1.2,1.2,False,apps/ciphers.c,dummy_psk,0,7,1,2,2775
86,app_passwd_apps%apps,22,10.0,2748,568.0,6,307,5,37,4,9,102,0,10,0,0,0,48.6,0.7787227866473149,15.8,0.7101886792452831,0.7101886792452831,False,apps/apps.c,app_passwd,15,18,848,7132,43
87,noteterm_apps%ocsp,5,1.0,1593,333.0,1,153,0,29,1,0,14,0,0,0,0,0,50.8,0.2653846153846154,9.2,1.0,1.0,False,apps/ocsp.c,noteterm,0,4,1,10,107
88,chopup_args_apps%apps,57,16.0,2748,568.0,37,307,8,37,2,7,102,9,3,0,0,0,39.25,0.3826923076923077,8.875,1.0625,1.0625,False,apps/apps.c,chopup_args,27,66,848,7132,4
89,index_name_qual_apps%apps,5,1.0,2748,568.0,2,307,2,37,1,0,102,0,0,0,0,0,60.0,0.3,15.0,0.75,0.75,False,apps/apps.c,index_name_qual,0,3,848,7132,950
90,app_malloc_apps%apps,13,2.0,2748,568.0,7,307,4,37,2,4,102,0,0,0,0,0,44.5,0.9403846153846154,6.5,0.85,0.85,False,apps/apps.c,app_malloc,0,12,23,49,442
91,set_table_opts_apps%apps,30,6.0,2748,568.0,3,307,2,37,3,2,102,0,1,0,0,0,52.5,0.15,6.0,1.2,1.2,False,apps/apps.c,set_table_opts,5,28,848,7132,43
92,index_serial_cmp_apps%apps,10,3.0,2748,568.0,6,307,4,37,2,2,102,0,0,0,0,0,43.25,0.15,12.5,0.625,0.625,False,apps/apps.c,index_serial_cmp,8,8,848,7132,6
93,receipt_request_print_apps%cms,47,7.0,1289,325.0,2,84,2,15,1,8,5,0,0,1,0,0,57.0,0.2307692307692308,7.5,1.0,1.0,False,apps/cms.c,receipt_request_print,44,51,848,7132,43
94,next_protos_parse_apps%apps,29,6.0,2748,568.0,8,307,6,37,2,5,102,0,1,1,0,0,72.83333333333333,0.6040638606676343,23.0,1.4604136429608126,1.4604136429608126,False,apps/apps.c,next_protos_parse,33,33,848,7132,43
95,app_load_config_quiet_apps%apps,14,2.0,2748,568.0,3,307,1,37,1,2,102,0,0,0,0,0,62.0,0.3,20.0,0.1,0.1,False,apps/apps.c,app_load_config_quiet,1,13,42,49,1100
96,try_load_engine_apps%apps,13,4.0,2748,568.0,6,307,3,37,1,3,102,0,2,0,0,0,62.33333333333334,0.3538461538461539,14.333333333333336,0.8333333333333334,0.8333333333333334,False,apps/apps.c,try_load_engine,11,14,848,7132,85
97,set_name_ex_apps%apps,40,4.0,2748,568.0,9,307,3,37,2,39,102,0,4,0,0,0,55.66666666666666,0.2,10.666666666666666,0.8333333333333334,0.8333333333333334,False,apps/apps.c,set_name_ex,31,52,848,7132,950
98,prefix_write_apps%bf_prefix,70,14.0,177,36.0,1,3,1,1,4,9,10,19,6,0,0,0,62.0,0.3,20.0,0.1,0.1,False,apps/bf_prefix.c,prefix_write,0,56,1,9,1100
99,get_certificate_status_apps%ca,82,9.0,2606,549.0,4,304,3,32,2,10,13,21,0,0,0,0,38.0,0.1,7.666666666666668,0.3666666666666667,0.3666666666666667,False,apps/ca.c,get_certificate_status,70,86,848,7132,5
100,list_md_fn_apps%openssl,13,4.0,901,143.0,2,187,2,30,4,0,24,0,5,1,0,0,66.0,0.29680696661828737,33.0,0.5754716981132075,0.5754716981132075,False,apps/openssl.c,list_md_fn,13,14,848,7132,43
101,do_generate_apps%asn1pars,46,8.0,357,71.0,3,69,3,18,3,8,3,0,8,1,0,0,40.0,1.153846153846154,5.333333333333333,0.6666666666666666,0.6666666666666666,False,apps/asn1pars.c,do_generate,42,58,848,7132,3
102,setup_verify_apps%apps,45,12.0,2748,568.0,11,307,6,37,4,4,102,0,14,0,0,0,50.83333333333334,0.6989356555394289,16.5,0.6084905660377359,0.6084905660377359,False,apps/apps.c,setup_verify,29,31,848,7132,43
103,do_updatedb_apps%ca,70,10.0,2606,549.0,4,304,3,32,1,10,13,10,0,0,0,0,38.0,0.1,7.666666666666668,0.3666666666666667,0.3666666666666667,False,apps/ca.c,do_updatedb,62,70,848,7132,6
104,load_crl_apps%apps,34,6.0,2748,568.0,9,307,6,37,2,6,102,0,4,0,0,0,50.83333333333334,0.1989356555394292,19.33333333333333,0.6084905660377359,0.6084905660377359,False,apps/apps.c,load_crl,40,47,848,7132,6
105,prefix_puts_apps%bf_prefix,5,1.0,177,36.0,1,3,1,1,2,0,10,0,0,0,0,0,62.0,0.3,20.0,0.1,0.1,False,apps/bf_prefix.c,prefix_puts,0,4,1,9,1100
106,cms_cb_apps%cms,18,4.0,1289,325.0,2,84,1,15,2,1,5,0,1,0,0,0,47.0,0.0,2.0,1.0,1.0,False,apps/cms.c,cms_cb,2,10,848,7132,442
107,apps_bf_prefix_apps%bf_prefix,21,11.0,177,36.0,1,3,1,1,0,0,10,0,0,0,0,0,62.0,0.3,20.0,0.1,0.1,False,apps/bf_prefix.c,apps_bf_prefix,0,19,1,9,1100
108,dump_cert_text_apps%apps,10,1.0,2748,568.0,5,307,3,37,2,0,102,0,0,0,0,0,37.66666666666666,0.1,5.333333333333333,0.8833333333333333,0.8833333333333333,False,apps/apps.c,dump_cert_text,12,13,848,7132,11
109,print_bignum_var_apps%apps,22,5.0,2748,568.0,6,307,6,37,5,2,102,0,1,0,0,0,60.5,0.5322689888727625,17.0,1.4418238993710693,1.4418238993710693,False,apps/apps.c,print_bignum_var,3,20,53,259,43
110,opt_number_error_apps%opt,25,3.0,898,252.0,2,43,2,15,1,2,26,0,1,0,0,0,66.0,0.29680696661828737,33.0,0.5754716981132075,0.5754716981132075,False,apps/opt.c,opt_number_error,0,23,1,5,43
111,prefix_destroy_apps%bf_prefix,9,1.0,177,36.0,1,3,1,1,1,4,10,0,0,0,0,0,62.0,0.3,20.0,0.1,0.1,False,apps/bf_prefix.c,prefix_destroy,0,8,1,9,1100
112,util_flags_apps%engine,63,11.0,489,103.0,9,64,5,14,3,4,7,16,6,0,0,0,49.6,0.2123076923076923,9.6,0.7,0.7,False,apps/engine.c,util_flags,53,56,848,7132,136
113,index_name_hash_apps%apps,5,1.0,2748,568.0,6,307,4,37,1,0,102,0,0,0,0,0,58.5,0.2653846153846154,11.25,0.875,0.875,False,apps/apps.c,index_name_hash,2,3,848,7132,379
114,dsa_cb_apps%dsaparam,12,3.0,258,45.0,6,86,3,21,3,8,3,0,0,2,0,0,42.66666666666666,0.15384615384615385,6.0,0.6666666666666666,0.6666666666666666,False,apps/dsaparam.c,dsa_cb,8,19,848,7132,1
115,index_changed_apps%ocsp,16,7.0,1593,333.0,1,153,0,29,1,1,14,0,10,0,0,0,50.8,0.2653846153846154,9.2,1.0,1.0,False,apps/ocsp.c,index_changed,0,15,1,10,107
116,load_pubkey_apps%apps,87,20.0,2748,568.0,25,307,8,37,6,9,102,0,23,2,0,0,46.75,0.3992017416545719,15.125,1.0813679245283019,1.0813679245283019,False,apps/apps.c,load_pubkey,40,82,848,7132,6
117,util_verbose_apps%engine,111,21.0,489,103.0,16,64,6,14,4,15,7,30,27,2,0,0,52.16666666666666,0.1989356555394292,16.833333333333332,0.6084905660377359,0.6084905660377359,False,apps/engine.c,util_verbose,92,98,848,7132,43
118,do_revoke_apps%ca,120,20.0,2606,549.0,3,304,2,32,4,16,13,17,9,0,0,0,26.5,1.5,1.5,0.5,0.5,False,apps/ca.c,do_revoke,106,113,848,7132,6
119,unpack_revinfo_apps%ca,116,24.0,2606,549.0,16,304,6,32,5,20,13,1,11,0,0,0,42.833333333333336,0.6489356555394291,13.666666666666664,0.5918238993710692,0.5918238993710692,False,apps/ca.c,unpack_revinfo,100,103,848,7132,43
120,do_fp_apps%dgst,77,19.0,492,105.0,11,103,4,18,11,4,3,0,21,6,0,0,58.5,0.2653846153846154,11.25,0.875,0.875,False,apps/dgst.c,do_fp,38,75,848,7132,43
121,killall_apps%ocsp,12,3.0,1593,333.0,2,153,1,29,2,1,14,0,1,1,0,0,6.0,3.0,1.0,0.0,0.0,False,apps/ocsp.c,killall,0,10,1,10,101
122,append_buf_apps%engine,37,6.0,489,103.0,12,64,6,14,3,13,7,0,2,0,0,0,59.66666666666666,0.9547008547008544,11.5,3.435185185185185,3.435185185185185,False,apps/engine.c,append_buf,28,31,848,7132,25
