,func_id,fun_loc,fun_cplx,mod_loc,mod_cplx,fun_nChanges,mod_nChanges,fun_nAuth,mod_nAuth,n_input,n_decl,n_coloc_funs,locom,n_sanity_check,n_cast,n_null_ptr,n_ptr_mod,avg_contr_follow,avg_contr_forks,avg_contr_repos,avg_contr_start,avg_contr_watch,is_vuln,filepath,funcname,sec_large_add,large_del,max_com_mod_span,max_com_func_span,min_contrib_com
800,ASN1_BIT_STRING_name_print_crypto%asn1%t_bitst,18,4.0,56,12.0,2,10,2,6,4,3,3,0,1,0,0,0,52.5,0.15,6.0,1.2,1.2,False,crypto/asn1/t_bitst.c,ASN1_BIT_STRING_name_print,0,16,848,7132,950
801,ASN1_SCTX_get_item_crypto%asn1%tasn_scn,5,1.0,65,8.0,2,12,2,7,1,0,7,0,0,0,0,0,52.5,0.15,6.0,1.2,1.2,False,crypto/asn1/tasn_scn.c,ASN1_SCTX_get_item,0,4,848,7132,950
802,PKCS5_pbe_set_crypto%asn1%p5_pbe,16,3.0,96,13.0,19,33,5,8,4,1,2,0,4,0,0,0,47.8,0.2123076923076923,9.2,0.7,0.7,False,crypto/asn1/p5_pbe.c,PKCS5_pbe_set,44,62,848,7132,196
803,async_release_job_crypto%async%async,10,1.0,451,78.0,5,39,1,9,1,1,20,0,0,1,0,0,58.0,0.3,10.0,1.4,1.4,False,crypto/async/async.c,async_release_job,4,7,4,30,950
804,asn1_do_lock_crypto%asn1%tasn_utl,46,12.0,253,43.0,9,29,6,12,3,5,10,1,2,0,0,0,60.16666666666666,1.6824786324786325,8.0,4.196296296296296,4.196296296296296,False,crypto/asn1/tasn_utl.c,asn1_do_lock,22,23,848,7132,25
805,ASN1_buf_print_crypto%asn1%t_pkey,25,9.0,93,22.0,3,54,2,11,4,1,2,4,11,0,0,0,26.5,1.5,1.5,0.5,0.5,False,crypto/asn1/t_pkey.c,ASN1_buf_print,1,23,7,8,101
806,buffer_read_crypto%bio%bf_buff,80,18.0,475,104.0,2,35,0,12,3,4,9,18,9,1,0,0,50.8,0.2653846153846154,9.2,1.0,1.0,False,crypto/bio/bf_buff.c,buffer_read,6,69,848,7132,6
807,doapr_outch_crypto%bio%b_print,50,14.0,930,232.0,8,79,3,20,5,1,12,6,28,2,0,0,41.66666666666666,0.2,10.333333333333334,0.5,0.5,False,crypto/bio/b_print.c,doapr_outch,23,27,848,7132,107
808,ASN1_STRING_get_default_mask_crypto%asn1%a_strnid,5,1.0,219,38.0,3,46,2,16,0,0,10,0,0,0,0,0,52.5,0.15,6.0,1.2,1.2,False,crypto/asn1/a_strnid.c,ASN1_STRING_get_default_mask,0,4,848,7132,950
809,i2c_ibuf_crypto%asn1%a_int,54,12.0,629,122.0,16,71,5,10,4,7,33,14,14,0,0,0,40.2,1.196842105263158,7.2,1.8063157894736843,1.8063157894736843,False,crypto/asn1/a_int.c,i2c_ibuf,18,23,2,25,127
810,BIO_get_retry_reason_crypto%bio%bio_lib,5,1.0,786,181.0,4,77,2,19,1,0,54,0,0,0,0,0,32.0,0.15,14.0,0.7,0.7,False,crypto/bio/bio_lib.c,BIO_get_retry_reason,1,3,848,7132,6
811,X509_INFO_free_crypto%asn1%x_info,12,2.0,39,4.0,12,23,6,9,1,0,2,0,1,0,0,0,59.66666666666666,0.8991452991452991,10.666666666666666,3.3796296296296298,3.3796296296296298,False,crypto/asn1/x_info.c,X509_INFO_free,3,22,848,7132,25
812,nbiof_new_crypto%bio%bf_nbio,15,2.0,200,31.0,1,36,0,14,1,1,10,0,0,1,0,0,50.8,0.2653846153846154,9.2,1.0,1.0,False,crypto/bio/bf_nbio.c,nbiof_new,3,12,848,7132,6
813,PEM_write_bio_ASN1_stream_crypto%asn1%asn_mime,10,1.0,963,185.0,2,47,2,11,6,1,21,0,0,0,0,0,52.5,0.15,6.0,1.2,1.2,False,crypto/asn1/asn_mime.c,PEM_write_bio_ASN1_stream,0,10,848,7132,950
814,BIO_sock_error_crypto%bio%b_sock,19,2.0,369,45.0,16,105,6,12,1,5,12,6,0,1,0,0,50.66666666666666,0.5102564102564103,11.166666666666664,1.4166666666666667,1.4166666666666667,False,crypto/bio/b_sock.c,BIO_sock_error,6,21,848,7132,6
815,BIO_ADDRINFO_family_crypto%bio%b_addr,7,2.0,897,138.0,1,52,1,16,1,0,27,0,1,0,0,0,62.0,0.3,20.0,0.1,0.1,False,crypto/bio/b_addr.c,BIO_ADDRINFO_family,0,6,1,25,1100
816,bn_secure_c2i_crypto%asn1%x_bignum,8,2.0,146,21.0,1,16,1,7,6,0,7,0,1,0,0,0,67.0,0.4615384615384616,13.0,1.0,1.0,False,crypto/asn1/x_bignum.c,bn_secure_c2i,0,7,14,61,442
817,asn1_template_ex_i2d_crypto%asn1%tasn_enc,199,29.0,609,141.0,3,38,2,8,5,14,9,76,11,1,0,0,52.5,0.15,6.0,1.2,1.2,False,crypto/asn1/tasn_enc.c,asn1_template_ex_i2d,83,133,848,7132,950
818,uint32_free_crypto%asn1%x_int64,6,1.0,290,46.0,2,11,1,4,2,0,12,0,0,0,0,0,62.0,0.3,20.0,0.1,0.1,False,crypto/asn1/x_int64.c,uint32_free,0,4,2,12,1100
819,write_fp_crypto%bio%b_dump,5,1.0,150,33.0,3,30,3,15,3,0,9,0,0,0,0,0,61.33333333333334,0.8666666666666667,11.333333333333336,2.1666666666666665,2.1666666666666665,False,crypto/bio/b_dump.c,write_fp,3,4,848,7132,815
820,BIO_closesocket_crypto%bio%b_sock2,7,2.0,317,39.0,1,12,1,9,1,0,6,0,1,0,0,0,62.0,0.3,20.0,0.1,0.1,False,crypto/bio/b_sock2.c,BIO_closesocket,0,6,2,6,1100
821,asn1_item_flags_i2d_crypto%asn1%tasn_enc,24,5.0,609,141.0,3,38,2,8,4,3,9,0,2,0,0,0,52.5,0.15,6.0,1.2,1.2,False,crypto/asn1/tasn_enc.c,asn1_item_flags_i2d,11,19,848,7132,442
822,addr_strings_crypto%bio%b_addr,79,17.0,897,138.0,6,52,2,16,4,11,27,9,22,0,0,0,60.0,0.3,15.0,0.75,0.75,False,crypto/bio/b_addr.c,addr_strings,18,45,1,25,950
823,ASN1_TYPE_pack_sequence_crypto%asn1%a_type,24,6.0,134,50.0,1,41,1,12,3,2,6,0,4,0,0,0,47.0,0.0,2.0,1.0,1.0,False,crypto/asn1/a_type.c,ASN1_TYPE_pack_sequence,0,23,1,2,2775
824,do_multi_apps%speed,146,17.0,3747,580.0,5,335,4,41,2,20,53,3,1,1,0,0,47.0,0.2653846153846154,12.5,0.625,0.625,False,apps/speed.c,do_multi,132,172,848,7132,3
825,asn1_check_eoc_crypto%asn1%tasn_dec,13,4.0,1160,225.0,2,75,2,18,2,1,13,0,1,0,0,0,54.5,0.15,11.0,0.55,0.55,False,crypto/asn1/tasn_dec.c,asn1_check_eoc,11,11,848,7132,950
826,bwrite_conv_crypto%bio%bio_meth,19,3.0,220,35.0,3,22,1,7,4,1,15,0,1,2,0,0,58.0,0.3,10.0,1.4,1.4,False,crypto/bio/bio_meth.c,bwrite_conv,4,18,3,10,950
827,EVP_PKEY_asn1_add_alias_crypto%asn1%ameth_lib,14,3.0,451,71.0,15,73,2,11,2,1,27,0,0,0,0,0,52.5,0.15,6.0,1.2,1.2,False,crypto/asn1/ameth_lib.c,EVP_PKEY_asn1_add_alias,10,12,848,7132,950
828,BF_decrypt_crypto%bf%bf_enc,41,1.0,175,12.0,9,15,3,8,2,9,3,0,0,0,0,0,62.33333333333334,0.3538461538461539,14.333333333333336,0.8333333333333334,0.8333333333333334,False,crypto/bf/bf_enc.c,BF_decrypt,36,67,848,7132,30
829,BIO_get_data_crypto%bio%bio_lib,5,1.0,786,181.0,1,77,1,19,1,0,54,0,0,0,0,0,58.0,0.3,10.0,1.4,1.4,False,crypto/bio/bio_lib.c,BIO_get_data,0,4,9,61,950
830,asn1_bio_callback_ctrl_crypto%asn1%bio_asn1,8,2.0,444,72.0,2,26,2,11,3,4,21,0,0,0,0,0,28.0,0.0,2.5,1.0,1.0,False,crypto/asn1/bio_asn1.c,asn1_bio_callback_ctrl,5,5,848,7132,111
831,linebuffer_read_crypto%bio%bf_lbuf,14,3.0,326,67.0,1,22,1,8,3,2,10,0,2,0,0,0,62.0,0.3,20.0,0.1,0.1,False,crypto/bio/bf_lbuf.c,linebuffer_read,11,12,848,7132,6
832,RC4_loop_apps%speed,10,2.0,3747,580.0,1,335,1,41,1,8,53,0,0,2,0,0,6.0,0.0,3.0,0.0,0.0,False,apps/speed.c,RC4_loop,1,9,1,34,8
833,write_bio_crypto%bio%b_dump,5,1.0,150,33.0,2,30,2,15,3,0,9,0,0,2,0,0,60.0,0.3,15.0,0.75,0.75,False,crypto/bio/b_dump.c,write_bio,0,4,848,7132,950
834,long_print_crypto%asn1%x_long,9,1.0,201,28.0,4,27,3,9,5,1,6,0,0,0,0,0,55.66666666666666,0.2,10.666666666666666,0.8333333333333334,0.8333333333333334,False,crypto/asn1/x_long.c,long_print,4,5,848,7132,141
835,ASN1_ITEM_get_crypto%asn1%asn1_item_list,7,2.0,42,5.0,1,3,1,2,1,0,2,0,1,0,0,0,47.0,0.0,2.0,1.0,1.0,False,crypto/asn1/asn1_item_list.c,ASN1_ITEM_get,0,6,1,2,2775
836,linebuffer_callback_ctrl_crypto%bio%bf_lbuf,14,2.0,326,67.0,3,22,3,8,3,2,10,0,1,0,0,0,43.0,0.2,11.0,0.8333333333333334,0.8333333333333334,False,crypto/bio/bf_lbuf.c,linebuffer_callback_ctrl,12,13,848,7132,6
837,BIO_ADDR_service_string_crypto%bio%b_addr,10,2.0,897,138.0,1,52,1,16,2,3,27,0,2,0,0,0,62.0,0.3,20.0,0.1,0.1,False,crypto/bio/b_addr.c,BIO_ADDR_service_string,0,9,1,25,1100
838,asn1_print_oid_crypto%asn1%tasn_prn,13,3.0,539,146.0,5,42,3,12,2,2,21,0,1,0,0,0,57.33333333333334,0.25384615384615383,8.333333333333334,1.1333333333333333,1.1333333333333333,False,crypto/asn1/tasn_prn.c,asn1_print_oid,0,1,54,97,442
839,PKCS8_pkey_add1_attr_by_NID_crypto%asn1%p8_pkey,9,2.0,80,15.0,1,26,1,8,5,0,5,0,5,0,0,0,47.0,0.0,2.0,1.0,1.0,False,crypto/asn1/p8_pkey.c,PKCS8_pkey_add1_attr_by_NID,0,7,6,12,2775
840,BIO_ctrl_reset_read_request_crypto%bio%bss_bio,5,1.0,808,118.0,4,59,2,14,1,0,22,0,0,0,0,0,31.5,0.15,5.5,0.7,0.7,False,crypto/bio/bss_bio.c,BIO_ctrl_reset_read_request,0,4,848,7132,913
841,PKCS5_pbkdf2_set_crypto%asn1%p5_pbev2,82,17.0,221,35.0,24,46,5,10,5,9,3,12,13,0,0,0,47.8,0.2123076923076923,9.2,0.7,0.7,False,crypto/asn1/p5_pbev2.c,PKCS5_pbkdf2_set,58,80,848,7132,442
842,async_fibre_free_crypto%async%arch%async_posix,6,1.0,58,6.0,10,22,1,5,1,0,4,0,0,0,0,0,58.0,0.3,10.0,1.4,1.4,False,crypto/async/arch/async_posix.c,async_fibre_free,0,2,4,27,107
843,ECDSA_sign_loop_apps%speed,22,3.0,3747,580.0,1,335,1,41,1,21,53,0,0,1,0,0,6.0,0.0,3.0,0.0,0.0,False,apps/speed.c,ECDSA_sign_loop,4,19,1,34,8
844,i2t_ASN1_OBJECT_crypto%asn1%a_object,5,1.0,383,91.0,10,62,5,19,3,0,9,0,0,0,0,0,26.0,0.6599999999999999,3.4,0.48,0.48,False,crypto/asn1/a_object.c,i2t_ASN1_OBJECT,3,3,848,7132,101
845,EVP_PKEY_asn1_set_param_check_crypto%asn1%ameth_lib,7,1.0,451,71.0,2,73,2,11,2,0,27,0,0,0,0,0,61.5,0.2160377358490566,31.5,0.7754716981132075,0.7754716981132075,False,crypto/asn1/ameth_lib.c,EVP_PKEY_asn1_set_param_check,0,5,9,21,43
846,nullf_write_crypto%bio%bf_null,14,4.0,122,18.0,2,26,0,12,3,2,7,0,3,0,0,0,50.8,0.2653846153846154,9.2,1.0,1.0,False,crypto/bio/bf_null.c,nullf_write,3,12,848,7132,6
847,X509_PKEY_free_crypto%asn1%x_pkey,13,3.0,47,7.0,16,36,5,12,1,0,2,0,2,0,0,0,70.6,1.0789743589743588,12.6,4.055555555555555,4.055555555555555,False,crypto/asn1/x_pkey.c,X509_PKEY_free,2,22,848,7132,25
848,asn1_print_boolean_crypto%asn1%tasn_prn,24,4.0,539,146.0,6,42,4,12,2,1,21,0,1,0,0,0,59.0,0.6903846153846154,7.25,2.1,2.1,False,crypto/asn1/tasn_prn.c,asn1_print_boolean,0,1,37,87,442
849,conn_ctrl_crypto%bio%bss_conn,164,37.0,540,92.0,2,66,0,19,4,16,14,13,32,12,0,0,50.8,0.2653846153846154,9.2,1.0,1.0,False,crypto/bio/bss_conn.c,conn_ctrl,62,138,848,7132,6
850,BIO_read_ex_crypto%bio%bio_lib,14,2.0,786,181.0,11,77,3,19,4,1,54,0,0,0,0,0,44.66666666666666,0.2,11.0,0.5,0.5,False,crypto/bio/bio_lib.c,BIO_read_ex,13,18,3,14,950
851,ASN1_SCTX_set_app_data_crypto%asn1%tasn_scn,5,1.0,65,8.0,2,12,2,7,2,0,7,0,0,0,0,0,52.5,0.15,6.0,1.2,1.2,False,crypto/asn1/tasn_scn.c,ASN1_SCTX_set_app_data,0,4,848,7132,950
852,BIO_set_tcp_ndelay_crypto%bio%b_sock,19,1.0,369,45.0,6,105,3,12,2,6,12,0,0,0,0,0,61.33333333333334,0.8666666666666666,11.333333333333336,2.1666666666666665,2.1666666666666665,False,crypto/bio/b_sock.c,BIO_set_tcp_ndelay,1,15,848,7132,196
853,BIO_socket_ioctl_crypto%bio%b_sock,38,2.0,369,45.0,17,105,4,12,3,7,12,12,0,1,0,0,48.25,0.2653846153846154,15.25,0.625,0.625,False,crypto/bio/b_sock.c,BIO_socket_ioctl,24,36,848,7132,6
854,ASN1_put_object_crypto%asn1%asn1_lib,31,7.0,391,86.0,8,70,3,16,5,5,24,0,2,0,0,0,39.66666666666666,0.1,5.0,0.7999999999999999,0.7999999999999999,False,crypto/asn1/asn1_lib.c,ASN1_put_object,8,28,848,7132,196
855,indent_printf_apps%storeutl,15,1.0,473,92.0,2,10,1,2,3,2,4,0,0,0,0,0,62.0,0.3,20.0,0.1,0.1,False,apps/storeutl.c,indent_printf,0,12,1,3,1100
856,BIO_vprintf_crypto%bio%b_print,28,3.0,930,232.0,11,79,5,20,3,12,12,4,2,2,0,0,39.6,0.2123076923076923,12.4,0.5,0.5,False,crypto/bio/b_print.c,BIO_vprintf,13,24,848,7132,6
857,asn1_primitive_free_crypto%asn1%tasn_fre,68,18.0,208,52.0,10,27,5,9,3,8,5,6,15,5,0,0,54.2,0.2456410256410257,12.6,0.7777777777777778,0.7777777777777778,False,crypto/asn1/tasn_fre.c,asn1_primitive_free,3,6,5,16,6
858,asn1_item_embed_d2i_crypto%asn1%tasn_dec,353,64.0,1160,225.0,2,75,2,18,9,31,13,99,43,1,0,0,52.5,0.15,6.0,1.2,1.2,False,crypto/asn1/tasn_dec.c,asn1_item_embed_d2i,11,18,2,7,131
859,ASN1_SCTX_get_template_crypto%asn1%tasn_scn,5,1.0,65,8.0,2,12,2,7,1,0,7,0,0,0,0,0,52.5,0.15,6.0,1.2,1.2,False,crypto/asn1/tasn_scn.c,ASN1_SCTX_get_template,0,4,848,7132,950
860,BIO_set_next_crypto%bio%bio_lib,5,1.0,786,181.0,1,77,1,19,2,0,54,0,0,0,0,0,58.0,0.3,10.0,1.4,1.4,False,crypto/bio/bio_lib.c,BIO_set_next,0,4,9,61,950
861,buffer_new_crypto%bio%bf_buff,26,4.0,475,104.0,1,35,0,12,1,4,9,0,0,1,0,0,50.8,0.2653846153846154,9.2,1.0,1.0,False,crypto/bio/bf_buff.c,buffer_new,5,29,848,7132,6
862,BIO_up_ref_crypto%bio%bio_lib,12,3.0,786,181.0,2,77,2,19,1,1,54,0,2,0,0,0,72.5,2.508771929824561,18.5,9.2046783625731,9.2046783625731,False,crypto/bio/bio_lib.c,BIO_up_ref,0,11,22,42,25
863,BIO_vsnprintf_crypto%bio%b_print,20,4.0,930,232.0,7,79,4,20,4,2,12,6,4,1,0,0,32.75,0.8999999999999999,8.0,0.375,0.375,False,crypto/bio/b_print.c,BIO_vsnprintf,2,17,848,7132,101
864,asn1_collect_crypto%asn1%tasn_dec,64,13.0,1160,225.0,5,75,3,18,7,5,13,13,21,0,0,0,55.66666666666666,0.2,10.666666666666666,0.8333333333333334,0.8333333333333334,False,crypto/asn1/tasn_dec.c,asn1_collect,43,55,848,7132,950
865,ASYNC_start_job_crypto%async%async,95,15.0,451,78.0,11,39,2,9,6,1,20,9,2,0,0,0,33.5,0.15,6.5,1.2,1.2,False,crypto/async/async.c,ASYNC_start_job,54,72,24,75,111
866,buffer_write_crypto%bio%bf_buff,88,20.0,475,104.0,3,35,1,12,3,4,9,23,5,1,0,0,58.0,0.3,10.0,1.4,1.4,False,crypto/bio/bf_buff.c,buffer_write,5,75,848,7132,6
867,dgram_sctp_handle_auth_free_key_event_crypto%bio%bss_dgram,18,2.0,1925,279.0,2,103,2,27,2,6,31,3,0,0,0,0,52.5,0.15,6.0,1.2,1.2,False,crypto/bio/bss_dgram.c,dgram_sctp_handle_auth_free_key_event,15,17,848,7132,815
868,asn1_template_new_crypto%asn1%tasn_new,52,7.0,349,80.0,1,45,1,13,2,12,8,9,3,2,0,0,47.0,0.0,2.0,1.0,1.0,False,crypto/asn1/tasn_new.c,asn1_template_new,3,7,20,26,107
869,strip_ends_crypto%asn1%asn_mime,5,1.0,963,185.0,2,47,2,11,1,0,21,0,0,0,0,0,52.5,0.15,6.0,1.2,1.2,False,crypto/asn1/asn_mime.c,strip_ends,0,4,848,7132,950
870,cb_apps%verify,57,17.0,322,71.0,2,89,1,19,2,8,3,15,3,0,0,0,67.0,0.4615384615384616,13.0,1.0,1.0,False,apps/verify.c,cb,35,48,848,7132,6
871,nullf_puts_crypto%bio%bf_null,7,2.0,122,18.0,2,26,0,12,2,0,7,0,1,0,0,0,50.8,0.2653846153846154,9.2,1.0,1.0,False,crypto/bio/bf_null.c,nullf_puts,2,5,848,7132,6
872,pkey_asn1_find_crypto%asn1%ameth_lib,20,5.0,451,71.0,12,73,2,11,1,6,27,0,0,0,0,0,52.5,0.15,6.0,1.2,1.2,False,crypto/asn1/ameth_lib.c,pkey_asn1_find,7,16,848,7132,379
873,do_dump_crypto%asn1%a_strex,40,6.0,626,120.0,6,45,4,17,4,5,14,7,3,1,0,0,44.5,0.9403846153846154,6.5,0.85,0.85,False,crypto/asn1/a_strex.c,do_dump,28,32,848,7132,85
874,async_delete_thread_state_crypto%async%async,15,2.0,451,78.0,11,39,2,9,0,4,20,0,0,1,0,0,33.5,0.15,6.5,1.2,1.2,False,crypto/async/async.c,async_delete_thread_state,0,8,2,11,111
875,bn_print_crypto%asn1%x_bignum,10,3.0,146,21.0,2,16,1,7,5,0,7,0,3,1,0,0,47.0,0.0,2.0,1.0,1.0,False,crypto/asn1/x_bignum.c,bn_print,0,9,1,1,2775
876,async_ctx_new_crypto%async%async,26,4.0,451,78.0,10,39,3,9,0,1,20,0,0,0,0,0,44.66666666666666,0.25384615384615383,8.666666666666666,1.1333333333333333,1.1333333333333333,False,crypto/async/async.c,async_ctx_new,4,5,54,97,111
877,asn1_item_print_ctx_crypto%asn1%tasn_prn,142,49.0,539,146.0,5,42,2,12,8,11,21,15,88,0,0,0,52.5,0.15,6.0,1.2,1.2,False,crypto/asn1/tasn_prn.c,asn1_item_print_ctx,84,126,848,7132,101
878,X509_ALGOR_get0_crypto%asn1%x_algor,16,5.0,94,18.0,5,30,2,10,4,0,4,0,6,0,0,0,52.5,0.15,6.0,1.2,1.2,False,crypto/asn1/x_algor.c,X509_ALGOR_get0,14,18,848,7132,950
879,nbiof_free_crypto%bio%bf_nbio,11,2.0,200,31.0,1,36,0,14,1,0,10,0,1,0,0,0,50.8,0.2653846153846154,9.2,1.0,1.0,False,crypto/bio/bf_nbio.c,nbiof_free,1,10,848,7132,6
880,fd_gets_crypto%bio%bss_fd,18,5.0,280,52.0,1,26,0,13,3,9,15,0,1,0,0,0,50.8,0.2653846153846154,9.2,1.0,1.0,False,crypto/bio/bss_fd.c,fd_gets,11,15,848,7132,6
881,BIO_get_init_crypto%bio%bio_lib,5,1.0,786,181.0,1,77,1,19,1,0,54,0,0,0,0,0,58.0,0.3,10.0,1.4,1.4,False,crypto/bio/bio_lib.c,BIO_get_init,0,4,9,61,950
882,ASN1_PCTX_set_nm_flags_crypto%asn1%tasn_prn,5,1.0,539,146.0,3,42,2,12,2,0,21,0,0,0,0,0,52.5,0.15,6.0,1.2,1.2,False,crypto/asn1/tasn_prn.c,ASN1_PCTX_set_nm_flags,0,4,848,7132,950
883,BIO_asn1_get_suffix_crypto%asn1%bio_asn1,6,1.0,444,72.0,2,26,2,11,3,0,21,0,0,0,0,0,52.5,0.15,6.0,1.2,1.2,False,crypto/asn1/bio_asn1.c,BIO_asn1_get_suffix,0,5,848,7132,950
884,ASYNC_WAIT_CTX_get_fd_crypto%async%async_wait,24,4.0,213,38.0,1,11,1,7,4,1,8,3,2,0,0,0,58.0,0.3,10.0,1.4,1.4,False,crypto/async/async_wait.c,ASYNC_WAIT_CTX_get_fd,0,21,9,46,950
885,BIO_indent_crypto%bio%bio_lib,12,5.0,786,181.0,8,77,3,19,3,0,54,0,4,0,0,0,44.66666666666666,0.2,11.0,0.5,0.5,False,crypto/bio/bio_lib.c,BIO_indent,0,11,848,7132,379
886,uint64_clear_crypto%asn1%x_int64,5,1.0,290,46.0,2,11,1,4,2,0,12,0,0,1,0,0,62.0,0.3,20.0,0.1,0.1,False,crypto/asn1/x_int64.c,uint64_clear,0,3,1,12,1100
887,BF_options_crypto%bf%bf_ecb,5,1.0,43,3.0,6,21,3,10,0,0,2,0,0,0,0,0,43.66666666666666,0.25384615384615383,13.666666666666664,0.7999999999999999,0.7999999999999999,False,crypto/bf/bf_ecb.c,BF_options,1,5,848,7132,6
888,file_read_crypto%bio%bss_file,25,1.0,426,87.0,3,70,1,16,6,2,19,0,24,5,0,0,67.0,0.4615384615384616,13.0,1.0,1.0,False,crypto/bio/bss_file.c,file_read,6,20,848,7132,25
889,BIO_set_data_crypto%bio%bio_lib,5,1.0,786,181.0,1,77,1,19,2,0,54,0,0,0,0,0,58.0,0.3,10.0,1.4,1.4,False,crypto/bio/bio_lib.c,BIO_set_data,0,4,9,61,950
890,BIO_debug_callback_crypto%bio%bio_cb,88,17.0,98,17.0,19,24,9,14,6,7,1,3,3,8,0,0,30.777777777777786,0.6769155795471584,10.777777777777779,0.5575048732943471,0.5575048732943471,False,crypto/bio/bio_cb.c,BIO_debug_callback,25,71,848,7132,2
891,uint64_new_crypto%asn1%x_int64,9,2.0,290,46.0,3,11,2,4,2,0,12,0,1,1,0,0,64.5,0.3807692307692308,16.5,0.55,0.55,False,crypto/asn1/x_int64.c,uint64_new,3,5,50,64,442
892,ASN1_TIME_diff_crypto%asn1%a_time,13,3.0,553,136.0,7,55,3,14,4,2,17,0,2,0,0,0,35.333333333333336,0.1,6.0,0.7999999999999999,0.7999999999999999,False,crypto/asn1/a_time.c,ASN1_TIME_diff,9,10,848,7132,65
893,sign_apps%x509,31,10.0,1196,267.0,10,196,4,25,8,1,8,1,19,0,0,0,28.0,0.825,4.75,0.6,0.6,False,apps/x509.c,sign,10,46,848,7132,43
894,ndef_prefix_free_crypto%asn1%bio_ndef,17,2.0,201,20.0,2,21,2,9,4,1,6,0,1,1,0,0,52.5,0.15,6.0,1.2,1.2,False,crypto/asn1/bio_ndef.c,ndef_prefix_free,14,17,848,7132,442
895,asn1_enc_init_crypto%asn1%tasn_utl,11,2.0,253,43.0,3,29,2,12,2,1,10,0,0,0,0,0,52.5,0.15,6.0,1.2,1.2,False,crypto/asn1/tasn_utl.c,asn1_enc_init,9,10,848,7132,950
896,addrinfo_wrap_crypto%bio%b_addr,41,7.0,897,138.0,5,52,3,16,6,3,27,6,6,0,0,0,62.33333333333334,0.3538461538461539,14.333333333333336,0.8333333333333334,0.8333333333333334,False,crypto/bio/b_addr.c,addrinfo_wrap,3,41,50,64,442
897,ASN1_SCTX_new_crypto%asn1%tasn_scn,12,2.0,65,8.0,6,12,5,7,1,4,7,0,0,0,0,0,36.6,0.7523076923076923,5.4,0.6799999999999999,0.6799999999999999,False,crypto/asn1/tasn_scn.c,ASN1_SCTX_new,11,12,848,7132,101
898,BIO_get_port_crypto%bio%b_sock,29,5.0,369,45.0,14,105,6,12,2,5,12,1,2,0,0,0,40.833333333333336,0.17692307692307693,10.666666666666666,0.5833333333333334,0.5833333333333334,False,crypto/bio/b_sock.c,BIO_get_port,18,53,848,7132,6
899,ASN1_STRING_type_crypto%asn1%asn1_lib,5,1.0,391,86.0,9,70,4,16,1,0,24,0,0,0,0,0,48.0,0.3487179487179487,12.25,0.7083333333333333,0.7083333333333333,False,crypto/asn1/asn1_lib.c,ASN1_STRING_type,2,3,848,7132,101
900,BIO_new_accept_crypto%bio%bss_acpt,13,3.0,560,93.0,7,53,5,19,1,1,13,0,1,0,0,0,52.8,0.4356410256410257,22.2,1.606666666666667,1.606666666666667,False,crypto/bio/bss_acpt.c,BIO_new_accept,3,13,848,7132,2
901,BIO_ADDRINFO_protocol_crypto%bio%b_addr,23,6.0,897,138.0,2,52,1,16,1,0,27,0,6,0,0,0,62.0,0.3,20.0,0.1,0.1,False,crypto/bio/b_addr.c,BIO_ADDRINFO_protocol,0,18,1,25,1100
902,BIO_gethostbyname_crypto%bio%b_sock,9,1.0,369,45.0,16,105,5,12,1,0,12,4,0,0,0,0,47.8,0.2123076923076923,9.2,0.7,0.7,False,crypto/bio/b_sock.c,BIO_gethostbyname,21,77,848,7132,196
903,BIO_meth_set_destroy_crypto%bio%bio_meth,6,1.0,220,35.0,1,22,1,7,2,0,15,0,0,0,0,0,58.0,0.3,10.0,1.4,1.4,False,crypto/bio/bio_meth.c,BIO_meth_set_destroy,0,5,1,18,950
904,BIO_set_flags_crypto%bio%bio_lib,5,1.0,786,181.0,4,77,2,19,2,0,54,0,0,0,0,0,36.0,0.15,6.5,0.7,0.7,False,crypto/bio/bio_lib.c,BIO_set_flags,0,4,848,7132,136
905,BIO_ADDR_sockaddr_crypto%bio%b_addr,5,1.0,897,138.0,1,52,1,16,1,0,27,0,0,0,0,0,62.0,0.3,20.0,0.1,0.1,False,crypto/bio/b_addr.c,BIO_ADDR_sockaddr,0,4,1,25,1100
906,acpt_free_crypto%bio%bss_acpt,18,3.0,560,93.0,1,53,0,19,1,1,13,0,2,1,0,0,50.8,0.2653846153846154,9.2,1.0,1.0,False,crypto/bio/bss_acpt.c,acpt_free,1,16,848,7132,6
907,async_start_func_win_crypto%async%arch%async_win,5,1.0,55,10.0,10,17,1,7,1,0,4,0,0,0,0,0,58.0,0.3,10.0,1.4,1.4,False,crypto/async/arch/async_win.c,async_start_func_win,0,2,4,27,950
908,bio_destroy_pair_crypto%bio%bss_bio,28,3.0,808,118.0,1,59,1,14,1,12,22,0,0,0,0,0,5.0,0.0,1.0,0.0,0.0,False,crypto/bio/bss_bio.c,bio_destroy_pair,0,29,848,7132,913
909,BIO_write_crypto%bio%bio_lib,19,3.0,786,181.0,4,77,2,19,3,2,54,2,1,2,0,0,37.5,0.8736842105263158,24.0,0.7921052631578946,0.7921052631578946,False,crypto/bio/bio_lib.c,BIO_write,17,24,848,7132,74
