,index,func_id,fun_loc,fun_cplx,mod_loc,mod_cplx,fun_nChanges,mod_nChanges,fun_nAuth,mod_nAuth,n_input,n_decl,n_coloc_funs,locom,n_sanity_check,n_cast,n_null_ptr,n_ptr_mod,avg_contr_follow,avg_contr_forks,avg_contr_repos,avg_contr_start,avg_contr_watch,is_vuln,filepath,funcname,sec_large_add,large_del,max_com_mod_span,max_com_func_span,min_contrib_com,year
22,22,ff_rv34_decode_frame_libavcodec%rv34_cb7190cd2c691fd93e4d3664f3fce6c19ee001dd_CVE-2012-2772,204,49.0,1786,372.0,30,116,4,20,4,57,45,14,18,0,0,0,50.0,2.105738705738706,24.5,4.851267686561805,4.851267686561805,True,libavcodec/rv34.c,ff_rv34_decode_frame,76,82,134,235,31,2012
23,23,render_line_libavcodec%vorbis_6fcf2bb8af0e7d6bb179e71e67e5fab8ef0d2ec2_CVE-2012-0859,27,5.0,231,47.0,5,71,2,14,5,28,6,1,1,0,0,0,25.5,2.0,12.5,4.175,4.175,True,libavcodec/vorbis.c,render_line,22,26,31,98,137,2012
24,24,decode_mb_info_libavcodec%indeo5_5ad7335ebac2b38bb2a1c8df51a500b78461c05a_CVE-2012-2794,170,34.0,860,139.0,9,40,3,10,4,18,12,23,51,0,0,0,62.0,1.5386243386243386,9.333333333333334,2.6947089947089946,2.6947089947089946,True,libavcodec/indeo5.c,decode_mb_info,10,113,2,11,120,2012
25,25,avi_read_packet_libavformat%avidec_c41ac870470c614185e1752c11f892809022248a_CVE-2012-2788,221,52.0,1548,366.0,35,331,9,48,2,74,22,16,20,1,0,0,39.77777777777778,0.7129427352651396,16.88888888888889,1.6417005486982983,1.6417005486982983,True,libavformat/avidec.c,avi_read_packet,43,123,248,1830,5,2012
26,26,MPV_frame_start_libavcodec%mpegvideo_21270cffaeab2f67a613907516b2b0cd6c9eacf4_CVE-2012-0856,216,64.0,2780,592.0,92,791,12,78,2,3,46,36,134,4,0,0,26.66666666666667,2.271556267806268,11.75,10.344892952907658,10.344892952907658,True,libavcodec/mpegvideo.c,MPV_frame_start,27,53,248,1830,2,2012
27,27,decode_init_libavcodec%wmalosslessdec_d442c4462a2692e27a24e1a9d0eb6f18725c7bd8_CVE-2012-2792,113,12.0,1288,222.0,3,115,2,10,1,13,29,22,2,0,0,0,65.5,0.7222222222222222,5.0,0.7777777777777778,0.7777777777777778,True,libavcodec/wmalosslessdec.c,decode_init,87,94,2,26,59,2012
28,28,read_var_block_data_libavcodec%alsdec_2837d8dc276760db1821b81df3f794a90bfa56e6_CVE-2012-2790,274,50.0,1765,239.0,21,78,2,18,2,91,29,15,8,0,0,0,76.0,2.007936507936508,11.5,3.742063492063492,3.742063492063492,True,libavcodec/alsdec.c,read_var_block_data,40,79,2,14,1,2012
29,29,decode_wdlt_libavcodec%dfa_d1c95d2ce39560e251fdb14f4af91b04fd7b845c_CVE-2012-2786,57,14.0,383,74.0,4,18,3,9,4,15,12,0,11,2,0,0,56.0,1.448148148148148,14.333333333333336,3.5304232804232805,3.5304232804232805,True,libavcodec/dfa.c,decode_wdlt,16,50,4,16,173,2012
30,30,avs_decode_init_libavcodec%avs_1df49142bab1b7bccd11392aa9e819e297d21a6e_CVE-2012-2801,8,1.0,187,27.0,4,35,3,15,1,0,6,0,0,0,0,0,45.0,0.4814814814814815,10.666666666666666,2.1296296296296293,2.1296296296296293,True,libavcodec/avs.c,avs_decode_init,2,5,143,286,25,2012
31,31,adpcm_decode_frame_libavcodec%adpcm_608708009f69ba4cecebf05120c696167494c897_CVE-2012-0852,825,131.0,1234,222.0,105,193,15,40,4,186,11,94,17,29,0,0,74.33333333333333,2.394926229818404,29.466666666666665,10.877705552477089,10.877705552477089,True,libavcodec/adpcm.c,adpcm_decode_frame,95,170,248,1830,1,2012
32,32,decode_dds1_libavcodec%dfa_72b9537d8886f679494651df517dfed9b420cf1f_CVE-2012-2798,51,10.0,385,75.0,4,19,3,9,4,17,12,0,8,0,0,0,55.33333333333334,0.5648148148148148,9.0,2.863756613756614,2.863756613756614,True,libavcodec/dfa.c,decode_dds1,10,45,4,16,173,2012
33,33,decode_subframe_libavcodec%wmalosslessdec_d462949974668ffb013467d12dc4934b9106fe19_CVE-2012-2785,178,36.0,1264,217.0,1,6,0,4,1,35,28,29,36,1,0,0,57.66666666666666,0.8333333333333333,16.666666666666668,2.863756613756614,2.863756613756614,True,libavcodec/wmalosslessdec.c,decode_subframe,130,149,2,26,58,2012
34,34,decode_slice_header_libavcodec%h264_9a57a37b7041581c10629c8241260a5d7bfbc1e7_CVE-2012-2782,862,206.0,4690,1002.0,234,1135,20,93,2,56,65,100,205,2,0,0,61.8,8.834864376851217,27.3,15.869774602504478,15.869774602504478,True,libavcodec/h264.c,decode_slice_header,48,196,248,1830,1,2012
35,35,decode_packet_libavcodec%wmalosslessdec_64bd7f8e4db1742e86c5ed02bd530688b74063e3_CVE-2012-2799,129,21.0,1292,223.0,4,119,2,10,4,27,29,36,2,1,0,0,68.5,0.5972222222222222,6.5,3.6527777777777777,3.6527777777777777,True,libavcodec/wmalosslessdec.c,decode_packet,109,109,2,26,63,2012
36,36,decode_frame_libavcodec%wmalosslessdec_d462949974668ffb013467d12dc4934b9106fe19_CVE-2012-2785,117,14.0,1264,217.0,3,6,1,4,1,11,28,37,11,2,0,0,15.0,0.75,4.0,5.75,5.75,True,libavcodec/wmalosslessdec.c,decode_frame,98,98,2,26,58,2012
37,37,ff_h264_decode_seq_parameter_set_libavcodec%h264_ps_7fff64e00d886fde11d61958888c82b461cf99b9_CVE-2012-0851,185,36.0,620,116.0,28,46,4,14,1,15,8,14,3,3,0,0,41.0,6.46111111111111,7.75,27.82638888888889,27.82638888888889,True,libavcodec/h264_ps.c,ff_h264_decode_seq_parameter_set,8,143,48,58,15,2012
38,38,read_var_block_data_libavcodec%alsdec_9d3032b960ae03066c008d6e6774f68b17a1d69d_CVE-2012-2775,263,46.0,1760,233.0,16,68,2,18,2,91,29,15,5,0,0,0,76.0,2.007936507936508,11.5,3.742063492063492,3.742063492063492,True,libavcodec/alsdec.c,read_var_block_data,40,79,2,14,1,2012
39,39,flush_libavcodec%wmalosslessdec_64bd7f8e4db1742e86c5ed02bd530688b74063e3_CVE-2012-2799,12,1.0,1292,223.0,3,119,2,10,1,4,29,0,0,0,0,0,68.5,0.5972222222222222,6.5,3.6527777777777777,3.6527777777777777,True,libavcodec/wmalosslessdec.c,flush,11,11,2,18,68,2012
40,40,decode_seq_header_libavcodec%cavsdec_25715064c2ef4978672a91f8c856f3e8809a7c45_CVE-2012-2784,29,2.0,730,177.0,3,56,2,12,1,5,16,6,1,0,0,0,71.5,0.26068376068376065,11.0,1.7008547008547008,1.7008547008547008,True,libavcodec/cavsdec.c,decode_seq_header,0,27,6,32,63,2012
41,41,shorten_decode_close_libavcodec%shorten_204cb29b3c84a74cbcd059d353c70c8bdc567d98_CVE-2012-0858,16,2.0,638,108.0,5,60,4,20,1,5,12,0,0,0,0,0,44.0,1.1206349206349209,10.75,2.171031746031746,2.171031746031746,True,libavcodec/shorten.c,shorten_decode_close,2,13,143,286,25,2012
42,42,allocate_buffers_libavcodec%shorten_204cb29b3c84a74cbcd059d353c70c8bdc567d98_CVE-2012-0858,45,9.0,638,108.0,5,60,3,20,1,4,12,0,6,1,0,0,58.66666666666666,1.4941798941798945,12.666666666666664,2.8947089947089943,2.8947089947089943,True,libavcodec/shorten.c,allocate_buffers,11,13,7,19,764,2012
43,43,ws_snd_decode_frame_libavcodec%ws-snd1_5257743aee0c3982f0079e6553aabc6aa39401d2_CVE-2012-0848,144,23.0,194,25.0,15,37,5,15,4,24,3,15,4,2,0,0,159.2,0.980383141762452,26.8,3.8515708812260536,3.8515708812260536,True,libavcodec/ws-snd1.c,ws_snd_decode_frame,28,88,248,1830,29,2012
44,44,ac3_decode_frame_libavcodec%ac3dec_2c22701c371c2f3dea21fcdbb97c981939fb77af_CVE-2012-2802,186,34.0,1510,308.0,95,361,8,27,4,26,21,41,14,5,0,0,42.125,0.9278472222222224,18.75,2.7658169934640524,2.7658169934640524,True,libavcodec/ac3dec.c,ac3_decode_frame,80,103,248,1830,1,2012
45,45,decode_frame_headers_libavcodec%indeo3_4a80ebe491609e04110a1dd540a0ca79d3be3d04_CVE-2012-2804,132,22.0,1123,183.0,13,111,4,31,4,18,22,16,18,0,0,0,40.75,1.1798611111111108,10.25,4.076388888888889,4.076388888888889,True,libavcodec/indeo3.c,decode_frame_headers,4,94,1,24,15,2012
46,46,ff_ivi_process_empty_tile_libavcodec%ivi_common_f0bf9e9c2a65e9a2b9d9e4e94f99acb191dc7ae7_CVE-2012-2800,126,21.0,1046,119.0,4,34,2,7,4,16,15,28,15,0,0,0,78.0,0.5222222222222221,7.0,1.0777777777777775,1.0777777777777775,True,libavcodec/ivi_common.c,ff_ivi_process_empty_tile,0,92,3,26,632,2012
47,47,decode_init_libavcodec%indeo3_4a80ebe491609e04110a1dd540a0ca79d3be3d04_CVE-2012-2804,17,1.0,1123,183.0,11,111,3,31,1,4,22,0,0,0,0,0,91.0,3.063492063492064,30.0,7.748677248677249,7.748677248677249,True,libavcodec/indeo3.c,decode_init,1,16,70,86,15,2012
48,48,dpcm_decode_frame_libavcodec%dpcm_6d8e6fe9dbc365f50521cf0c4a5ffee97c970cb5_CVE-2012-0854,170,24.0,338,35.0,32,55,7,15,4,44,3,26,4,7,0,0,140.71428571428572,0.8757122691786938,46.0,3.4220641190535486,3.4220641190535486,True,libavcodec/dpcm.c,dpcm_decode_frame,37,72,132,143,29,2012
49,49,allocate_frame_buffers_libavcodec%indeo3_4a80ebe491609e04110a1dd540a0ca79d3be3d04_CVE-2012-2804,79,13.0,1123,183.0,16,111,5,31,2,9,22,23,0,0,0,0,37.2,1.0888888888888888,11.4,2.9477777777777776,2.9477777777777776,True,libavcodec/indeo3.c,allocate_frame_buffers,0,46,1,24,15,2012
50,50,free_frame_buffers_libavcodec%indeo3_4a80ebe491609e04110a1dd540a0ca79d3be3d04_CVE-2012-2804,10,2.0,1123,183.0,20,111,7,31,1,1,22,0,0,0,0,0,114.0,1.1371784345922276,21.714285714285715,3.865407772304324,3.865407772304324,True,libavcodec/indeo3.c,free_frame_buffers,0,7,1,24,15,2012
51,51,decode_pic_hdr_libavcodec%indeo5_229e4c133287955d5f3f837520a3602709b21950_CVE-2012-2779,53,10.0,837,133.0,6,36,3,10,2,0,12,8,20,0,0,0,62.0,1.5386243386243386,9.333333333333334,2.6947089947089946,2.6947089947089946,True,libavcodec/indeo5.c,decode_pic_hdr,2,66,2,11,630,2012
52,52,ff_vp56_decode_frame_libavcodec%vp56_d85b3c4fff4c4b255232fcc01edbd57f19d60998_CVE-2012-2783,187,35.0,717,145.0,25,61,5,15,4,29,14,3,13,1,0,0,32.8,0.9938888888888888,11.0,2.134640522875817,2.134640522875817,True,libavcodec/vp56.c,ff_vp56_decode_frame,10,12,134,235,134,2012
53,53,decode_subframe_libavcodec%wmaprodec_97a5addfcf0029d0f5538ed70cb38cae4108a618_CVE-2012-2789,238,40.0,1629,218.0,2,88,2,15,1,136,20,23,48,0,0,0,17.5,0.3,2.5,0.3,0.3,True,libavcodec/wmaprodec.c,decode_subframe,15,217,44,146,42,2012
54,54,lag_decode_zero_run_line_libavcodec%lagarith_83c7803f55b3231faeb93c1a634399a70fae9480_CVE-2012-2793,47,7.0,636,97.0,2,30,2,13,6,18,15,0,3,0,0,0,12.0,0.875,2.5,2.875,2.875,True,libavcodec/lagarith.c,lag_decode_zero_run_line,7,43,4,17,423,2012
55,55,decode_frame_libavcodec%indeo5_229e4c133287955d5f3f837520a3602709b21950_CVE-2012-2779,74,10.0,837,133.0,6,36,3,10,4,15,12,2,3,1,0,0,62.0,1.5386243386243386,9.333333333333334,2.6947089947089946,2.6947089947089946,True,libavcodec/indeo5.c,decode_frame,2,68,2,11,15,2012
56,56,avfilter_filter_samples_libavfilter%avfilter_ae21776207e8a2bbe268e7c9e203f7599dd87ddb_CVE-2012-0847,47,5.0,858,185.0,9,221,2,19,2,5,34,7,3,0,0,0,4.0,0.0,5.0,1.2222222222222223,1.2222222222222223,True,libavfilter/avfilter.c,avfilter_filter_samples,4,33,4,12,17,2012
57,57,decodeTonalComponents_libavcodec%atrac3_c509f4f74713b035a06f79cb4d00e708f5226bc5_CVE-2012-0853,88,11.0,1076,141.0,8,65,4,19,3,19,22,6,0,0,0,0,103.5,6.284795321637424,56.0,15.161211937890705,15.161211937890705,True,libavcodec/atrac3.c,decodeTonalComponents,4,70,3,21,15,2012
58,58,vc1_decode_frame_libavcodec%vc1dec_5e59a77cec804a9b44c60ea22c17beba6453ef23_CVE-2012-2796,445,102.0,5779,1547.0,41,145,8,27,4,46,59,54,49,0,0,0,65.125,4.177602258852259,23.5,16.758086589336585,16.758086589336585,True,libavcodec/vc1dec.c,vc1_decode_frame,84,185,134,235,3,2012
59,59,mpeg_decode_frame_libavcodec%mpeg12_951cbea56fdc03ef96d07fbd7e5bed755d42ac8a_CVE-2012-2803,54,15.0,2682,549.0,45,526,6,65,4,37,43,3,4,1,0,0,59.33333333333334,4.450891116680591,39.333333333333336,18.72310269136895,18.72310269136895,True,libavcodec/mpeg12.c,mpeg_decode_frame,79,89,248,1830,1,2012
60,60,get_sot_libavcodec%j2kdec_3eedf9f716733b3b4c5205726d2c1ca52b3d3d78_CVE-2012-0855,25,3.0,1079,249.0,2,15,1,7,1,6,33,7,3,0,0,0,122.0,0.4444444444444444,9.0,1.5555555555555556,1.5555555555555556,True,libavcodec/j2kdec.c,get_sot,0,20,9,110,4,2012
61,61,ff_MPV_frame_start_libavcodec%mpegvideo_59a4b73531428d2f420b4dad545172c8483ced0f_CVE-2012-2774,225,71.0,2876,585.0,105,822,13,81,2,3,46,34,141,0,0,0,35.230769230769226,2.6926697661313046,15.692307692307693,10.845835253233442,10.845835253233442,True,libavcodec/mpegvideo.c,ff_MPV_frame_start,4,6,24,88,120,2012
62,62,decode_band_hdr_libavcodec%indeo4_0846719dd11ab3f7a7caee13e7af71f71d913389_CVE-2012-2791,168,31.0,868,164.0,7,20,2,5,3,6,13,23,42,0,0,0,68.5,0.5972222222222222,6.5,3.6527777777777777,3.6527777777777777,True,libavcodec/indeo4.c,decode_band_hdr,5,120,3,14,632,2012
63,63,ff_ivi_decode_blocks_libavcodec%ivi_common_0846719dd11ab3f7a7caee13e7af71f71d913389_CVE-2012-2791,215,28.0,1043,118.0,9,33,3,7,3,31,15,64,6,0,0,0,56.66666666666666,0.4210648148148148,15.333333333333336,0.7706018518518518,0.7706018518518518,True,libavcodec/ivi_common.c,ff_ivi_decode_blocks,4,134,4,26,15,2012
64,64,kempf_decode_tile_libavcodec%g2meet_2960576378d17d71cc8dccc926352ce568b5eec1_CVE-2013-4264,115,18.0,874,165.0,2,15,1,4,5,42,19,1,3,0,0,0,122.0,0.4444444444444444,9.0,1.5555555555555556,1.5555555555555556,True,libavcodec/g2meet.c,kempf_decode_tile,0,101,2,16,703,2013
65,65,jpeg2000_decode_tile_libavcodec%jpeg2000dec_fe448cd28d674c3eff3072552eae366d0b659ce9_CVE-2013-7024,226,31.0,1716,369.0,26,153,3,11,3,149,35,48,16,3,0,0,47.66666666666666,0.17378917378917375,9.333333333333334,1.1894586894586896,1.1894586894586896,True,libavcodec/jpeg2000dec.c,jpeg2000_decode_tile,44,126,7,61,6,2013
66,66,iff_read_header_libavformat%iff_3dbc0ff9c3e6f6e0d08ea3d42cb33761bae084ba_CVE-2013-2495,312,78.0,479,101.0,60,92,7,15,1,27,5,7,2,0,0,0,33.42857142857143,0.5840048840048839,8.285714285714286,3.212489098203384,3.212489098203384,True,libavformat/iff.c,iff_read_header,56,72,247,685,24,2013
67,67,field_end_libavcodec%h264_eaa9d2cd6b8c1e2722d5bfc56ea67fde865200ce_CVE-2013-0869,60,14.0,4489,1026.0,16,1263,6,97,2,2,60,12,3,0,0,0,61.66666666666666,2.2478174603174605,17.166666666666668,5.5917328042328025,5.5917328042328025,True,libavcodec/h264.c,field_end,1,2,5,11,1007,2013
68,68,cdg_decode_frame_libavcodec%cdgraphics_ad002e1a13a8df934bd6cb2c84175a4780ab8942_CVE-2013-3674,107,23.0,379,57.0,13,36,5,15,4,20,11,1,6,0,0,0,48.6,0.4442735042735043,14.8,1.9012942612942616,1.9012942612942616,True,libavcodec/cdgraphics.c,cdg_decode_frame,16,91,225,741,1,2013
69,69,ff_h264_decode_seq_parameter_set_libavcodec%h264_ps_bdeb61ccc67911cfc5e20c7cfb1312d0501ca90a_CVE-2013-2277,234,53.0,689,136.0,57,81,10,22,1,21,8,15,8,3,0,0,44.3,4.404950231760576,14.3,19.993057565040324,19.993057565040324,True,libavcodec/h264_ps.c,ff_h264_decode_seq_parameter_set,50,143,48,163,1,2013
70,70,diff_bytes_c_libavcodec%dsputil_454a11a1c9c686c78aa97954306fb63453299760_CVE-2013-7010,28,8.0,2945,337.0,7,502,2,54,4,9,160,0,3,4,0,0,64.5,0.2222222222222222,13.0,0.8366013071895425,0.8366013071895425,True,libavcodec/dsputil.c,diff_bytes_c,10,15,70,147,2,2013
71,71,add_bytes_c_libavcodec%dsputil_454a11a1c9c686c78aa97954306fb63453299760_CVE-2013-7010,13,5.0,2945,337.0,4,502,1,54,3,9,160,0,0,3,0,0,122.0,0.4444444444444444,9.0,1.5555555555555556,1.5555555555555556,True,libavcodec/dsputil.c,add_bytes_c,5,14,4,28,2,2013
72,72,flashsv_decode_frame_libavcodec%flashsv_880c73cd76109697447fbfbaa8e5ee5683309446_CVE-2013-7015,271,50.0,551,76.0,48,92,6,17,4,77,11,44,10,0,0,0,60.5,4.815466015466017,17.5,11.287723323930216,11.287723323930216,True,libavcodec/flashsv.c,flashsv_decode_frame,104,131,225,741,3,2013
73,73,rpza_decode_stream_libavcodec%rpza_3819db745da2ac7fb3faacb116788c32f4753f34_CVE-2013-7009,206,24.0,292,29.0,10,59,5,17,1,39,6,57,6,1,0,0,157.4,1.0370498084291186,24.6,4.761570881226054,4.761570881226054,True,libavcodec/rpza.c,rpza_decode_stream,5,167,248,1830,32,2013
74,74,avcodec_decode_audio4_libavcodec%utils_4cd1dad91ae97fe1f0dd534c3f5566787566f137_CVE-2013-0861,114,25.0,2575,729.0,36,813,8,103,4,13,89,6,50,0,0,0,63.5,1.7279424522845577,40.5,4.046783224085857,4.046783224085857,True,libavcodec/utils.c,avcodec_decode_audio4,13,18,51,135,322,2013
75,75,get_siz_libavcodec%jpeg2000dec_780669ef7c23c00836a24921fcc6b03be2b8ca4a_CVE-2013-7012,145,30.0,1723,369.0,29,155,5,11,1,19,35,14,21,1,0,0,69.6,0.7467836257309941,48.2,1.6689557226399332,1.6689557226399332,True,libavcodec/jpeg2000dec.c,get_siz,40,85,7,61,6,2013
76,76,atrac3_decode_init_libavcodec%atrac3_2502914c5f8eb77659d7c0868396862557a63245_CVE-2013-0858,220,28.0,1079,142.0,23,87,6,20,1,12,22,49,12,0,0,0,63.33333333333334,5.461375661375661,21.0,14.614158000364895,14.614158000364895,True,libavcodec/atrac3.c,atrac3_decode_init,69,134,70,135,39,2013
77,77,read_header_libavcodec%ffv1dec_b05cd1ea7e45a836f7f6071a716c38bb30326e0f_CVE-2013-7020,265,66.0,1012,225.0,9,39,3,7,1,38,14,2,153,8,0,0,115.33333333333331,0.8881176370878888,74.0,2.7960166115772522,2.7960166115772522,True,libavcodec/ffv1dec.c,read_header,141,189,4,82,400,2013
78,78,get_siz_libavcodec%jpeg2000dec_8bb11c3ca77b52e05a9ed1496a65f8a76e6e2d8f_CVE-2013-7016,141,26.0,1687,358.0,25,138,4,9,1,19,35,14,17,1,0,0,69.5,0.6334795321637428,51.5,0.964766081871345,0.964766081871345,True,libavcodec/jpeg2000dec.c,get_siz,40,85,7,61,6,2013
