,func_id,fun_loc,fun_cplx,mod_loc,mod_cplx,fun_nChanges,mod_nChanges,fun_nAuth,mod_nAuth,n_input,n_decl,n_coloc_funs,locom,n_sanity_check,n_cast,n_null_ptr,n_ptr_mod,avg_contr_follow,avg_contr_forks,avg_contr_repos,avg_contr_start,avg_contr_watch,is_vuln,filepath,funcname,sec_large_add,large_del,max_com_mod_span,max_com_func_span,min_contrib_com
0,app_load_modules_apps%apps,19,4.0,2561,518.0,2,222,2,20,1,3,103,0,3,0,0,0,68.5,0.3781512605042017,19.0,0.5182072829131652,0.5182072829131652,False,apps/apps.c,app_load_modules,0,18,42,47,765
1,load_cert_apps%apps,44,9.0,2561,518.0,6,222,3,20,5,4,103,0,12,1,0,0,60.66666666666666,0.2901960784313726,9.666666666666666,1.147058823529412,1.147058823529412,False,apps/apps.c,load_cert,64,94,848,7132,175
2,set_cert_ex_apps%apps,26,1.0,2561,518.0,6,222,2,20,2,25,103,0,0,0,0,0,56.5,0.2,6.0,1.25,1.25,False,apps/apps.c,set_cert_ex,22,22,848,7132,289
3,copy_extensions_apps%apps,49,9.0,2561,518.0,9,222,4,20,3,7,103,9,6,0,0,0,46.5,0.17142857142857146,8.5,0.6488095238095238,0.6488095238095238,False,apps/apps.c,copy_extensions,0,39,848,7132,289
4,load_cert_crl_http_apps%apps,49,13.0,2561,518.0,6,222,3,20,3,18,103,0,3,0,0,0,60.66666666666666,0.2901960784313726,9.666666666666666,1.147058823529412,1.147058823529412,False,apps/apps.c,load_cert_crl_http,53,61,848,7132,175
5,ctx_set_verify_locations_apps%apps,14,7.0,2561,518.0,2,222,2,20,5,0,103,0,10,0,0,0,65.5,0.4352941176470588,13.5,1.2205882352941178,1.2205882352941178,False,apps/apps.c,ctx_set_verify_locations,7,10,53,259,175
6,try_load_engine_apps%apps,13,4.0,2561,518.0,4,222,3,20,2,3,103,0,2,0,0,0,66.33333333333333,0.38543417366946775,16.0,0.8454715219421102,0.8454715219421102,False,apps/apps.c,try_load_engine,11,14,848,7132,85
7,add_oid_section_apps%apps,26,5.0,2561,518.0,7,222,5,20,1,3,103,0,2,0,1,0,51.0,0.23126050420168065,10.2,0.7072829131652659,0.7072829131652659,False,apps/apps.c,add_oid_section,21,22,848,7132,175
8,index_serial_cmp_apps%apps,10,3.0,2561,518.0,5,222,3,20,2,2,103,0,0,0,0,0,60.33333333333334,0.2285714285714285,11.0,0.8650793650793651,0.8650793650793651,False,apps/apps.c,index_serial_cmp,8,8,848,7132,289
9,app_get_pass_apps%apps,90,19.0,2561,518.0,2,222,2,20,2,8,103,18,13,0,0,0,60.0,0.2352941176470588,9.5,0.9705882352941176,0.9705882352941176,False,apps/apps.c,app_get_pass,56,67,848,7132,175
10,set_ext_copy_apps%apps,13,4.0,2561,518.0,3,222,3,20,2,0,103,0,6,0,0,0,60.66666666666666,0.2901960784313726,9.666666666666666,1.147058823529412,1.147058823529412,False,apps/apps.c,set_ext_copy,9,12,848,7132,175
11,rand_serial_apps%apps,25,7.0,2561,518.0,4,222,3,20,2,3,103,0,4,0,0,0,60.66666666666666,0.2901960784313726,9.666666666666666,1.147058823529412,1.147058823529412,False,apps/apps.c,rand_serial,25,26,848,7132,175
12,dump_cert_text_apps%apps,10,1.0,2561,518.0,4,222,2,20,2,1,103,0,0,0,0,0,56.5,0.2,6.0,1.25,1.25,False,apps/apps.c,dump_cert_text,12,13,848,7132,289
13,index_serial_hash_apps%apps,10,2.0,2561,518.0,5,222,3,20,1,1,103,0,0,0,0,0,60.33333333333334,0.2285714285714285,11.0,0.8650793650793651,0.8650793650793651,False,apps/apps.c,index_serial_hash,7,8,848,7132,289
14,set_name_ex_apps%apps,40,4.0,2561,518.0,7,222,2,20,2,38,103,0,3,0,0,0,56.5,0.2,6.0,1.25,1.25,False,apps/apps.c,set_name_ex,31,52,848,7132,289
15,save_index_apps%apps,46,6.0,2561,518.0,6,222,4,20,3,2,103,0,0,0,1,0,65.75,0.7890756302521009,13.0,1.9466036414565824,1.9466036414565824,False,apps/apps.c,save_index,48,62,848,7132,136
16,policies_print_apps%apps,14,2.0,2561,518.0,8,222,4,20,1,2,103,0,0,0,0,0,61.5,0.7176470588235294,8.25,2.172794117647059,2.172794117647059,False,apps/apps.c,policies_print,19,21,848,7132,175
17,load_pubkey_apps%apps,90,20.0,2561,518.0,22,222,6,20,6,9,103,0,23,2,0,0,53.16666666666666,0.5260504201680672,9.166666666666666,1.4644024276377217,1.4644024276377217,False,apps/apps.c,load_pubkey,40,82,848,7132,175
18,app_malloc_apps%apps,13,2.0,2561,518.0,1,222,1,20,2,4,103,0,0,0,0,0,69.0,0.4705882352941176,17.0,0.9411764705882352,0.9411764705882352,False,apps/apps.c,app_malloc,0,12,23,49,175
19,index_index_apps%apps,22,4.0,2561,518.0,3,222,2,20,1,0,103,0,5,0,0,0,65.0,0.3428571428571429,15.5,0.7976190476190477,0.7976190476190477,False,apps/apps.c,index_index,20,23,848,7132,289
20,WIN32_rename_apps%apps,54,17.0,2561,518.0,2,222,2,20,2,16,103,2,5,7,0,0,63.0,1.2,7.0,3.375,3.375,False,apps/apps.c,WIN32_rename,47,48,848,7132,175
21,print_bignum_var_apps%apps,22,5.0,2561,518.0,3,222,3,20,5,2,103,0,1,0,0,0,60.66666666666666,0.2901960784313726,9.666666666666666,1.147058823529412,1.147058823529412,False,apps/apps.c,print_bignum_var,0,20,53,259,175
22,setup_engine_apps%apps,35,7.0,2561,518.0,12,222,5,20,2,3,103,0,11,0,0,0,52.8,0.23126050420168065,10.6,0.7072829131652659,0.7072829131652659,False,apps/apps.c,setup_engine,28,32,848,7132,175
23,app_tminterval_apps%apps,155,3.0,2561,518.0,11,222,4,20,12,44,103,1,78,9,0,0,61.5,0.7176470588235294,8.25,2.172794117647059,2.172794117647059,False,apps/apps.c,app_tminterval,43,45,848,7132,175
24,app_isdir_apps%apps,5,1.0,2561,518.0,3,222,3,20,2,8,103,0,4,1,0,0,59.0,0.7999999999999999,5.333333333333333,2.583333333333333,2.583333333333333,False,apps/apps.c,app_isdir,24,25,848,7132,289
25,print_name_apps%apps,26,5.0,2561,518.0,9,222,4,20,4,5,103,0,3,0,0,0,46.5,0.17142857142857146,8.5,0.6488095238095238,0.6488095238095238,False,apps/apps.c,print_name,20,24,848,7132,136
26,modeverb_apps%apps,13,4.0,2561,518.0,1,222,1,20,1,0,103,0,0,0,0,0,68.0,0.2857142857142857,21.0,0.09523809523809523,0.09523809523809523,False,apps/apps.c,modeverb,0,12,2,18,765
27,raw_write_stdout_apps%apps,14,1.0,2561,518.0,3,222,2,20,4,1,103,0,4,0,0,0,63.0,1.2,7.0,3.375,3.375,False,apps/apps.c,raw_write_stdout,7,8,848,7132,196
28,app_init_apps%apps,5,1.0,2561,518.0,7,222,4,20,1,0,103,0,0,0,0,0,65.75,0.7890756302521009,13.0,1.9466036414565824,1.9466036414565824,False,apps/apps.c,app_init,1,3,848,7132,196
29,raw_read_stdin_apps%apps,19,1.0,2561,518.0,2,222,2,20,4,1,103,0,4,0,0,0,63.0,1.2,7.0,3.375,3.375,False,apps/apps.c,raw_read_stdin,0,8,848,7132,289
30,index_name_cmp_apps%apps,5,1.0,2561,518.0,5,222,3,20,2,0,103,0,0,0,0,0,60.33333333333334,0.2285714285714285,11.0,0.8650793650793651,0.8650793650793651,False,apps/apps.c,index_name_cmp,3,3,848,7132,289
31,bio_open_default_apps%apps,5,1.0,2561,518.0,2,222,1,20,3,0,103,0,0,0,0,0,68.0,0.2857142857142857,21.0,0.09523809523809523,0.09523809523809523,False,apps/apps.c,bio_open_default,0,4,2,18,765
32,load_index_apps%apps,66,7.0,2561,518.0,12,222,3,20,2,17,103,0,1,0,1,0,66.33333333333333,0.38543417366946775,16.0,0.8454715219421102,0.8454715219421102,False,apps/apps.c,load_index,64,94,848,7132,136
33,chopup_args_apps%apps,57,16.0,2561,518.0,34,222,7,20,2,6,103,9,7,0,1,3,46.28571428571429,0.4509003601440577,8.285714285714286,1.255202080832333,1.255202080832333,False,apps/apps.c,chopup_args,27,66,848,7132,4
34,bio_open_default__apps%apps,31,9.0,2561,518.0,2,222,1,20,4,1,103,0,8,0,0,0,68.0,0.2857142857142857,21.0,0.09523809523809523,0.09523809523809523,False,apps/apps.c,bio_open_default_,0,31,6,18,765
35,app_passwd_apps%apps,22,10.0,2561,518.0,3,222,3,20,4,1,103,0,14,0,0,0,60.66666666666666,0.2901960784313726,9.666666666666666,1.147058823529412,1.147058823529412,False,apps/apps.c,app_passwd,15,18,848,7132,175
36,parse_yesno_apps%apps,21,12.0,2561,518.0,7,222,3,20,2,0,103,10,2,0,0,0,66.33333333333333,0.38543417366946775,16.0,0.8454715219421102,0.8454715219421102,False,apps/apps.c,parse_yesno,25,28,848,7132,85
37,get_certificate_status_apps%ca,82,9.0,2606,550.0,4,227,3,19,2,6,12,21,1,1,1,0,41.333333333333336,0.09523809523809523,8.0,0.3650793650793651,0.3650793650793651,False,apps/ca.c,get_certificate_status,70,86,848,7132,175
38,parse_name_apps%apps,105,19.0,2561,518.0,28,222,5,20,3,15,103,12,8,2,0,7,62.8,0.6312605042016808,10.8,1.757282913165266,1.757282913165266,False,apps/apps.c,parse_name,125,131,848,7132,175
39,do_revoke_apps%ca,120,20.0,2606,550.0,4,227,3,19,4,16,12,17,9,0,2,0,41.333333333333336,0.09523809523809523,8.0,0.3650793650793651,0.3650793650793651,False,apps/ca.c,do_revoke,106,113,848,7132,30
40,write_new_certificate_apps%ca,12,3.0,2606,550.0,19,227,4,19,4,0,12,0,2,1,0,0,46.5,0.17142857142857146,8.5,0.6488095238095238,0.6488095238095238,False,apps/ca.c,write_new_certificate,5,20,848,7132,175
41,load_crl_apps%apps,34,6.0,2561,518.0,5,222,4,20,2,6,103,0,4,0,0,0,62.5,0.2890756302521008,12.5,0.8841036414565826,0.8841036414565826,False,apps/apps.c,load_crl,40,47,848,7132,175
42,get_dp_url_apps%apps,23,7.0,2561,518.0,3,222,3,20,1,9,103,1,2,1,1,0,60.66666666666666,0.2901960784313726,9.666666666666666,1.147058823529412,1.147058823529412,False,apps/apps.c,get_dp_url,19,22,848,7132,175
43,receipt_request_print_apps%cms,47,7.0,1293,326.0,2,57,2,10,1,8,5,0,0,1,0,0,60.0,0.2352941176470588,9.5,0.9705882352941176,0.9705882352941176,False,apps/cms.c,receipt_request_print,44,51,848,7132,175
44,print_cert_checks_apps%apps,26,8.0,2561,518.0,7,222,4,20,5,0,103,0,10,0,0,0,51.25,0.21764705882352944,8.25,0.8602941176470589,0.8602941176470589,False,apps/apps.c,print_cert_checks,22,28,848,7132,23
45,app_access_apps%apps,9,1.0,2561,518.0,1,222,1,20,2,0,103,0,0,0,0,0,69.0,0.4705882352941176,17.0,0.9411764705882352,0.9411764705882352,False,apps/apps.c,app_access,0,8,53,259,175
46,set_multi_opts_apps%apps,19,4.0,2561,518.0,3,222,2,20,3,4,103,0,3,0,0,0,56.5,0.2,6.0,1.25,1.25,False,apps/apps.c,set_multi_opts,0,17,848,7132,289
47,cms_cb_apps%cms,18,4.0,1293,326.0,2,57,1,10,2,1,5,0,1,0,0,0,51.0,0.0,2.0,1.0,1.0,False,apps/cms.c,cms_cb,2,10,848,7132,175
48,load_key_apps%apps,74,18.0,2561,518.0,23,222,6,20,6,7,103,0,27,3,0,0,53.16666666666666,0.5260504201680672,9.166666666666666,1.4644024276377217,1.4644024276377217,False,apps/apps.c,load_key,48,75,848,7132,175
49,bio_open_owner_apps%apps,64,12.0,2561,518.0,2,222,1,20,3,11,103,8,3,0,0,0,68.0,0.2857142857142857,21.0,0.09523809523809523,0.09523809523809523,False,apps/apps.c,bio_open_owner,0,49,6,18,765
50,dup_bio_out_apps%apps,21,5.0,2561,518.0,2,222,1,20,1,8,103,0,1,0,0,0,68.0,0.2857142857142857,21.0,0.09523809523809523,0.09523809523809523,False,apps/apps.c,dup_bio_out,6,8,6,18,765
51,set_table_opts_apps%apps,30,6.0,2561,518.0,3,222,2,20,3,2,103,0,1,0,2,0,56.5,0.2,6.0,1.25,1.25,False,apps/apps.c,set_table_opts,5,28,848,7132,175
52,dsa_cb_apps%dsaparam,12,3.0,258,45.0,6,62,3,13,3,2,4,0,4,1,0,0,44.66666666666666,0.1568627450980392,7.333333333333332,0.6470588235294118,0.6470588235294118,False,apps/dsaparam.c,dsa_cb,8,19,848,7132,175
53,index_name_qual_apps%apps,5,1.0,2561,518.0,2,222,2,20,1,0,103,0,0,0,0,0,65.0,0.3428571428571429,15.5,0.7976190476190477,0.7976190476190477,False,apps/apps.c,index_name_qual,0,3,848,7132,289
54,check_time_format_apps%ca,5,1.0,2606,550.0,2,227,1,19,1,0,12,0,0,0,0,0,51.0,0.0,2.0,1.0,1.0,False,apps/ca.c,check_time_format,1,3,848,7132,196
55,ui_read_apps%apps,22,7.0,2900,558.0,4,222,2,20,2,5,103,0,3,1,1,0,65.0,0.3428571428571429,15.5,0.7976190476190477,0.7976190476190477,False,apps/apps.c,ui_read,20,24,848,7132,85
56,dup_bio_in_apps%apps,7,2.0,2561,518.0,2,222,1,20,1,0,103,0,0,0,0,0,68.0,0.2857142857142857,21.0,0.09523809523809523,0.09523809523809523,False,apps/apps.c,dup_bio_in,4,4,6,18,765
57,do_generate_apps%asn1pars,46,8.0,357,71.0,2,48,2,12,3,8,3,0,8,1,0,0,60.0,0.2352941176470588,9.5,0.9705882352941176,0.9705882352941176,False,apps/asn1pars.c,do_generate,42,58,848,7132,3
58,index_name_hash_apps%apps,5,1.0,2561,518.0,5,222,3,20,1,0,103,0,0,0,0,0,60.33333333333334,0.2285714285714285,11.0,0.8650793650793651,0.8650793650793651,False,apps/apps.c,index_name_hash,2,3,848,7132,289
59,rotate_index_apps%apps,71,11.0,2561,518.0,5,222,3,20,3,2,103,0,1,0,0,0,64.66666666666667,0.8952380952380953,11.666666666666664,2.2817460317460316,2.2817460317460316,False,apps/apps.c,rotate_index,64,120,848,7132,136
60,app_load_config_quiet_apps%apps,14,2.0,2900,558.0,2,222,1,20,1,2,103,0,0,0,0,0,68.0,0.2857142857142857,21.0,0.09523809523809523,0.09523809523809523,False,apps/apps.c,app_load_config_quiet,0,13,42,49,765
61,ui_open_apps%apps,5,1.0,2900,558.0,2,222,2,20,1,0,103,0,0,0,0,0,65.0,0.3428571428571429,15.5,0.7976190476190477,0.7976190476190477,False,apps/apps.c,ui_open,0,4,848,7132,289
62,old_entry_print_apps%ca,42,11.0,2606,550.0,3,227,2,19,2,4,12,0,10,2,1,3,60.0,0.2352941176470588,9.5,0.9705882352941176,0.9705882352941176,False,apps/ca.c,old_entry_print,37,38,848,7132,175
63,free_index_apps%apps,9,2.0,2561,518.0,5,222,3,20,1,0,103,0,1,0,0,0,66.33333333333333,0.38543417366946775,16.0,0.8454715219421102,0.8454715219421102,False,apps/apps.c,free_index,5,7,848,7132,175
64,app_load_config_apps%apps,14,2.0,2900,558.0,2,222,2,20,1,2,103,0,0,0,0,0,68.5,0.3781512605042017,19.0,0.5182072829131652,0.5182072829131652,False,apps/apps.c,app_load_config,13,26,42,49,175
65,ciphers_main_apps%ciphers,197,42.0,266,44.0,39,45,7,12,2,55,3,5,3,4,0,0,59.14285714285714,0.443751340052846,18.714285714285715,1.2924571036352417,1.2924571036352417,False,apps/ciphers.c,ciphers_main,12,52,81,259,175
66,setup_verify_apps%apps,42,12.0,2900,558.0,8,222,4,20,4,4,103,0,14,0,0,0,62.5,0.2890756302521008,12.5,0.8841036414565826,0.8841036414565826,False,apps/apps.c,setup_verify,29,31,848,7132,175
67,engine_main_apps%engine,216,54.0,489,103.0,30,48,5,9,2,37,6,19,0,2,0,0,52.8,0.23126050420168065,10.6,0.7072829131652659,0.7072829131652659,False,apps/engine.c,engine_main,3,55,53,259,175
68,print_array_apps%apps,16,4.0,2900,558.0,3,222,3,20,4,1,103,0,1,0,0,0,60.66666666666666,0.2901960784313726,9.666666666666666,1.147058823529412,1.147058823529412,False,apps/apps.c,print_array,0,15,53,259,175
69,do_fp_apps%dgst,77,19.0,492,105.0,10,84,3,14,12,4,3,0,21,6,0,0,60.33333333333334,0.2285714285714285,11.0,0.8650793650793651,0.8650793650793651,False,apps/dgst.c,do_fp,38,75,848,7132,196
70,dsaparam_main_apps%dsaparam,212,42.0,258,45.0,46,62,6,13,2,74,4,3,3,1,0,0,44.83333333333334,0.19271708683473388,9.0,0.5894024276377218,0.5894024276377218,False,apps/dsaparam.c,dsaparam_main,5,91,113,259,4
71,next_protos_parse_apps%apps,29,6.0,2561,518.0,5,222,3,20,2,5,103,0,1,0,0,0,106.33333333333331,0.5291897891231964,26.66666666666667,1.209951905290418,1.209951905290418,False,apps/apps.c,next_protos_parse,33,33,848,7132,175
72,bio_open_default_quiet_apps%apps,5,1.0,2561,518.0,1,222,1,20,3,0,103,0,0,0,0,0,68.0,0.2857142857142857,21.0,0.09523809523809523,0.09523809523809523,False,apps/apps.c,bio_open_default_quiet,0,4,2,18,765
73,rotate_serial_apps%apps,58,7.0,2900,558.0,4,222,3,20,3,2,103,0,1,0,0,0,64.66666666666667,0.8952380952380953,11.666666666666664,2.2817460317460316,2.2817460317460316,False,apps/apps.c,rotate_serial,40,69,848,7132,289
74,show_ciphers_apps%enc,25,6.0,675,151.0,4,80,1,13,2,4,4,3,2,1,1,0,69.0,0.4705882352941176,17.0,0.9411764705882352,0.9411764705882352,False,apps/enc.c,show_ciphers,14,17,848,7132,85
75,asn1parse_main_apps%asn1pars,277,63.0,357,71.0,40,48,5,12,2,67,3,7,0,8,1,0,52.8,0.23126050420168065,10.6,0.7072829131652659,0.7072829131652659,False,apps/asn1pars.c,asn1parse_main,4,76,172,294,175
76,save_serial_apps%apps,55,7.0,2900,558.0,7,222,3,20,4,9,103,0,4,0,0,0,66.33333333333333,0.38543417366946775,16.0,0.8454715219421102,0.8454715219421102,False,apps/apps.c,save_serial,36,54,848,7132,175
77,make_revoked_apps%ca,55,16.0,2606,550.0,2,227,1,19,2,20,12,0,11,0,0,0,51.0,0.0,2.0,1.0,1.0,False,apps/ca.c,make_revoked,53,120,848,7132,136
78,do_updatedb_apps%ca,70,10.0,2606,550.0,4,227,3,19,1,10,12,10,0,1,1,0,41.333333333333336,0.09523809523809523,8.0,0.3650793650793651,0.3650793650793651,False,apps/ca.c,do_updatedb,62,70,848,7132,175
79,pkey_ctrl_string_apps%apps,18,3.0,2900,558.0,4,222,3,20,2,5,103,0,0,0,0,0,60.66666666666666,0.2901960784313726,9.666666666666666,1.147058823529412,1.147058823529412,False,apps/apps.c,pkey_ctrl_string,15,17,848,7132,175
80,init_keygen_file_apps%genpkey,42,6.0,322,63.0,3,26,3,5,3,7,5,0,1,0,0,0,60.66666666666666,0.2901960784313726,9.666666666666666,1.147058823529412,1.147058823529412,False,apps/genpkey.c,init_keygen_file,43,47,848,7132,175
81,bio_to_mem_apps%apps,32,8.0,2900,558.0,3,222,2,20,3,4,103,0,3,1,0,0,56.5,0.2,6.0,1.25,1.25,False,apps/apps.c,bio_to_mem,29,32,848,7132,289
82,cms_main_apps%cms,989,293.0,1293,326.0,54,57,6,10,2,205,5,19,9,5,1,0,49.83333333333334,0.5615114130758686,16.333333333333332,1.9723811510419769,1.9723811510419769,False,apps/cms.c,cms_main,11,333,172,294,175
83,jpake_receive_step1_apps%apps,14,2.0,2900,558.0,2,222,1,20,2,1,103,0,1,0,0,0,62.0,0.4,10.0,1.5,1.5,False,apps/apps.c,jpake_receive_step1,0,14,848,7132,289
84,jpake_receive_part_apps%apps,7,1.0,2900,558.0,2,222,1,20,2,0,103,0,0,0,1,0,62.0,0.4,10.0,1.5,1.5,False,apps/apps.c,jpake_receive_part,0,6,848,7132,289
85,util_verbose_apps%engine,111,21.0,489,103.0,14,48,5,9,4,15,6,30,27,2,0,0,52.8,0.23126050420168065,10.6,0.7072829131652659,0.7072829131652659,False,apps/engine.c,util_verbose,92,98,848,7132,175
86,wait_for_async_apps%apps,33,6.0,2561,518.0,1,222,1,20,1,3,103,3,0,1,0,0,62.0,0.4,10.0,1.5,1.5,False,apps/apps.c,wait_for_async,0,14,3,3,289
87,dsa_main_apps%dsa,217,53.0,265,53.0,48,55,5,13,2,57,2,3,0,0,0,0,51.0,0.23126050420168065,10.2,0.7072829131652659,0.7072829131652659,False,apps/dsa.c,dsa_main,20,88,172,294,23
88,make_revocation_str_apps%ca,89,18.0,2606,550.0,1,227,1,19,2,12,12,6,3,1,0,0,51.0,0.0,2.0,1.0,1.0,False,apps/ca.c,make_revocation_str,87,87,848,7132,136
89,crls_http_cb_apps%apps,28,4.0,2900,558.0,3,222,3,20,2,2,103,3,0,0,0,0,60.66666666666666,0.2901960784313726,9.666666666666666,1.147058823529412,1.147058823529412,False,apps/apps.c,crls_http_cb,21,22,848,7132,175
90,do_responder_apps%ocsp,138,22.0,1621,335.0,4,106,3,18,4,17,7,24,1,0,0,0,81.66666666666667,0.5377049180327869,24.33333333333333,2.0737704918032787,2.0737704918032787,False,apps/ocsp.c,do_responder,47,78,848,7132,175
91,store_setup_crl_download_apps%apps,5,1.0,2900,558.0,5,222,3,20,1,0,103,0,0,0,0,0,59.0,0.7999999999999999,5.333333333333333,2.583333333333333,2.583333333333333,False,apps/apps.c,store_setup_crl_download,0,4,848,7132,289
92,util_flags_apps%engine,63,11.0,489,103.0,9,48,5,9,3,4,6,16,6,0,0,0,52.8,0.23126050420168065,10.6,0.7072829131652659,0.7072829131652659,False,apps/engine.c,util_flags,53,56,848,7132,136
93,nseq_main_apps%nseq,91,18.0,114,18.0,16,24,5,9,2,25,2,0,0,0,0,0,51.0,0.23126050420168065,10.2,0.7072829131652659,0.7072829131652659,False,apps/nseq.c,nseq_main,3,41,53,259,175
94,app_hex_apps%apps,45,23.0,2900,558.0,2,222,2,20,1,0,103,0,0,0,0,0,66.5,1.2352941176470589,10.5,3.0955882352941178,3.0955882352941178,False,apps/apps.c,app_hex,0,38,3,3,175
95,help_main_apps%openssl,66,13.0,1037,164.0,4,118,3,17,2,6,18,0,1,0,1,0,49.0,0.4024767801857585,12.666666666666664,1.2435500515995872,1.2435500515995872,False,apps/openssl.c,help_main,0,55,53,259,175
96,genrsa_cb_apps%genrsa,17,5.0,201,38.0,6,62,2,13,3,2,3,0,4,1,0,0,41.5,0.2352941176470588,10.0,0.4705882352941176,0.4705882352941176,False,apps/genrsa.c,genrsa_cb,4,14,848,7132,175
97,append_buf_apps%engine,37,6.0,489,103.0,8,48,5,9,4,0,6,0,6,1,0,0,76.6,1.021260504201681,14.0,3.757282913165266,3.757282913165266,False,apps/engine.c,append_buf,22,31,848,7132,8
98,function_hash_apps%openssl,5,1.0,1037,164.0,6,118,2,17,1,0,18,0,0,0,1,0,38.0,0.2,6.5,0.75,0.75,False,apps/openssl.c,function_hash,4,4,848,7132,175
99,modestr_apps%apps,18,9.0,2900,558.0,2,222,1,20,2,0,103,3,0,0,0,0,68.0,0.2857142857142857,21.0,0.09523809523809523,0.09523809523809523,False,apps/apps.c,modestr,0,15,6,18,765
100,unbuffer_apps%apps,5,1.0,2900,558.0,1,222,1,20,1,0,103,0,0,0,0,0,68.0,0.2857142857142857,21.0,0.09523809523809523,0.09523809523809523,False,apps/apps.c,unbuffer,0,4,2,18,765
101,make_config_name_apps%openssl,21,2.0,1037,164.0,6,118,1,17,0,3,18,0,0,0,0,0,69.0,0.4705882352941176,17.0,0.9411764705882352,0.9411764705882352,False,apps/openssl.c,make_config_name,10,17,75,259,175
102,opt_progname_apps%opt,74,3.0,954,260.0,3,9,3,6,3,7,27,15,0,0,0,1,65.0,0.9568627450980391,10.333333333333334,2.563725490196078,2.563725490196078,False,apps/opt.c,opt_progname,3,33,53,259,175
103,opt_format_apps%opt,78,40.0,954,260.0,1,9,1,6,3,0,27,0,38,0,0,0,69.0,0.4705882352941176,17.0,0.9411764705882352,0.9411764705882352,False,apps/opt.c,opt_format,0,79,53,259,175
104,lookup_fail_apps%ca,5,1.0,2638,524.0,2,227,0,19,2,0,12,0,0,0,0,0,56.5,0.2285714285714285,7.5,1.147058823529412,1.147058823529412,False,apps/ca.c,lookup_fail,1,3,848,7132,136
105,ocsp_main_apps%ocsp,653,176.0,1621,335.0,63,106,6,18,2,178,7,10,0,0,0,1,49.66666666666666,0.5615114130758686,16.5,1.9723811510419769,1.9723811510419769,False,apps/ocsp.c,ocsp_main,15,267,172,294,8
106,crl_main_apps%crl,303,71.0,342,71.0,39,47,7,12,2,91,2,0,0,3,0,0,40.57142857142857,0.1651860744297719,7.857142857142858,0.5052020808323329,0.5052020808323329,False,apps/crl.c,crl_main,8,97,118,259,175
107,crl2pkcs7_main_apps%crl2p7,135,35.0,217,40.0,28,34,5,12,2,36,2,1,0,0,1,0,51.0,0.23126050420168065,10.2,0.7072829131652659,0.7072829131652659,False,apps/crl2p7.c,crl2pkcs7_main,3,46,118,259,23
108,opt_int_apps%opt,15,3.0,954,260.0,1,9,1,6,2,6,27,0,4,0,0,0,69.0,0.4705882352941176,17.0,0.9411764705882352,0.9411764705882352,False,apps/opt.c,opt_int,0,16,53,259,175
109,opt_arg_apps%opt,5,1.0,954,260.0,1,9,1,6,0,0,27,0,0,0,0,0,69.0,0.4705882352941176,17.0,0.9411764705882352,0.9411764705882352,False,apps/opt.c,opt_arg,0,4,53,259,175
110,function_cmp_apps%openssl,5,1.0,1037,164.0,7,118,3,17,2,0,18,0,0,0,2,0,60.66666666666666,0.2901960784313726,9.666666666666666,1.147058823529412,1.147058823529412,False,apps/openssl.c,function_cmp,3,4,848,7132,175
111,dummy_psk_apps%ciphers,7,1.0,254,33.0,2,45,2,12,6,0,3,0,0,0,0,0,56.5,0.2,6.0,1.25,1.25,False,apps/ciphers.c,dummy_psk,0,7,1,2,2527
112,valtype2param_apps%opt,36,16.0,954,260.0,1,9,1,6,1,0,27,0,0,0,0,0,69.0,0.4705882352941176,17.0,0.9411764705882352,0.9411764705882352,False,apps/opt.c,valtype2param,0,26,53,259,175
113,opt_format_error_apps%opt,17,4.0,954,260.0,1,9,1,6,2,1,27,0,3,0,1,0,69.0,0.4705882352941176,17.0,0.9411764705882352,0.9411764705882352,False,apps/opt.c,opt_format_error,0,16,53,259,175
114,dgst_main_apps%dgst,370,86.0,492,105.0,73,84,7,14,2,110,3,13,4,3,0,0,48.42857142857143,0.4943786210136229,11.142857142857142,1.3111027019503454,1.3111027019503454,False,apps/dgst.c,dgst_main,3,112,172,294,175
115,genrsa_main_apps%genrsa,135,33.0,201,38.0,47,62,6,13,2,47,3,0,2,1,0,0,44.83333333333334,0.19271708683473388,9.0,0.5894024276377218,0.5894024276377218,False,apps/genrsa.c,genrsa_main,11,62,172,294,8
116,dh_cb_apps%dhparam,17,5.0,453,67.0,3,49,3,13,3,2,3,0,4,1,0,0,44.66666666666666,0.1568627450980392,7.333333333333332,0.6470588235294118,0.6470588235294118,False,apps/dhparam.c,dh_cb,14,15,848,7132,175
117,opt_next_apps%opt,165,40.0,954,260.0,1,9,1,6,0,6,27,39,0,0,0,1,69.0,0.4705882352941176,17.0,0.9411764705882352,0.9411764705882352,False,apps/opt.c,opt_next,0,136,53,259,175
118,apps_shutdown_apps%openssl,5,1.0,1037,164.0,2,118,1,17,0,0,18,0,0,0,0,0,69.0,0.4705882352941176,17.0,0.9411764705882352,0.9411764705882352,False,apps/openssl.c,apps_shutdown,0,17,53,259,4
119,dump_certs_pkeys_bag_apps%pkcs12,93,20.0,968,184.0,12,119,4,12,7,3,7,0,17,0,1,0,62.5,0.2890756302521008,12.5,0.8841036414565826,0.8841036414565826,False,apps/pkcs12.c,dump_certs_pkeys_bag,70,76,848,7132,175
