,func_id,fun_loc,fun_cplx,mod_loc,mod_cplx,fun_nChanges,mod_nChanges,fun_nAuth,mod_nAuth,n_input,n_decl,n_coloc_funs,locom,n_sanity_check,n_cast,n_null_ptr,n_ptr_mod,avg_contr_follow,avg_contr_forks,avg_contr_repos,avg_contr_start,avg_contr_watch,is_vuln,filepath,funcname,sec_large_add,large_del,max_com_mod_span,max_com_func_span,min_contrib_com
114,print_codec_fftools%cmdutils,108,32.0,2351,545.0,4,15,3,4,1,15,85,0,23,0,1,0,20.666666666666668,0.2015873015873016,73.0,0.2095238095238096,0.2095238095238096,False,fftools/cmdutils.c,print_codec,0,11,1,1,75
117,scalbnl_compat%djgpp%math,5,1.0,47,3.0,1,1,1,1,2,0,4,0,0,0,0,0,2.0,1.0,1.0,14.0,14.0,False,compat/djgpp/math.c,scalbnl,0,4,1,3,332
130,check_nan_suffix_compat%strtod,14,10.0,93,25.0,2,7,2,5,1,3,2,0,1,0,0,1,12.0,0.875,2.5,2.875,2.875,False,compat/strtod.c,check_nan_suffix,13,13,2,4,1047
138,get_input_packet_fftools%ffmpeg,20,5.0,4910,1178.0,2,57,2,21,2,18,88,0,2,0,1,0,24.0,0.3,4.5,0.3,0.3,False,fftools/ffmpeg.c,get_input_packet,0,1,2,4,896
140,sub2video_heartbeat_fftools%ffmpeg,44,9.0,4910,1178.0,3,57,3,21,2,15,88,15,0,0,4,0,43.66666666666666,0.5661971830985916,26.66666666666667,1.0497652582159624,1.0497652582159624,False,fftools/ffmpeg.c,sub2video_heartbeat,0,2,1,1,24
143,show_sinks_fftools%cmdutils,36,10.0,2351,545.0,2,15,2,4,3,14,85,0,1,0,0,0,24.0,0.3,4.5,0.3,0.3,False,fftools/cmdutils.c,show_sinks,0,17,1,7,24
153,seek_to_start_fftools%ffmpeg,71,13.0,4910,1178.0,5,57,4,21,2,12,88,9,2,0,4,0,14.25,0.15,8.0,0.1631578947368421,0.1631578947368421,False,fftools/ffmpeg.c,seek_to_start,2,5,1,2,15
155,show_filters_fftools%cmdutils,54,16.0,2351,545.0,3,15,3,4,3,11,85,0,0,0,0,4,21.33333333333333,0.24545454545454545,10.333333333333334,0.2909090909090909,0.2909090909090909,False,fftools/cmdutils.c,show_filters,0,2,1,2,24
156,check_init_output_file_fftools%ffmpeg,53,9.0,4910,1178.0,3,57,3,21,2,15,88,8,0,0,4,0,18.666666666666668,1.8666666666666665,4.333333333333333,2.2,2.2,False,fftools/ffmpeg.c,check_init_output_file,0,1,6,12,311
162,process_input_fftools%ffmpeg,335,81.0,4910,1178.0,8,57,3,21,1,54,88,15,0,0,5,0,19.666666666666668,0.2416666666666667,5.666666666666668,0.2,0.2,False,fftools/ffmpeg.c,process_input,9,11,6,12,24
167,duration_max_fftools%ffmpeg,19,3.0,4910,1178.0,3,57,3,21,4,1,88,0,1,0,0,0,20.666666666666668,0.2015873015873016,73.0,0.2095238095238096,0.2095238095238096,False,fftools/ffmpeg.c,duration_max,0,1,1,5,75
171,ffmpeg_cleanup_fftools%ffmpeg,160,25.0,4910,1178.0,4,57,2,21,1,25,88,3,2,1,6,0,24.0,0.3,4.5,0.3,0.3,False,fftools/ffmpeg.c,ffmpeg_cleanup,0,1,2,4,896
178,copysignl_compat%djgpp%math,5,1.0,47,3.0,1,1,1,1,2,0,4,0,0,0,0,0,2.0,1.0,1.0,14.0,14.0,False,compat/djgpp/math.c,copysignl,0,4,1,3,332
179,init_input_threads_fftools%ffmpeg,13,3.0,4910,1178.0,3,57,3,21,0,2,88,0,0,0,0,0,18.666666666666668,1.8666666666666665,4.333333333333333,2.2,2.2,False,fftools/ffmpeg.c,init_input_threads,0,1,1,4,311
180,init_output_stream_streamcopy_fftools%ffmpeg,132,31.0,4910,1178.0,4,57,3,21,1,39,88,5,6,1,8,0,18.666666666666668,1.8666666666666665,4.333333333333333,2.2,2.2,False,fftools/ffmpeg.c,init_output_stream_streamcopy,0,7,1,4,311
181,set_encoder_id_fftools%ffmpeg,44,9.0,4910,1178.0,3,57,2,21,2,22,88,0,1,0,5,0,24.0,0.3,4.5,0.3,0.3,False,fftools/ffmpeg.c,set_encoder_id,0,1,1,1,14372
182,init_output_stream_encode_fftools%ffmpeg,197,46.0,4910,1178.0,5,57,4,21,1,32,88,15,31,0,10,0,16.0,0.15119047619047618,55.5,0.15714285714285714,0.15714285714285714,False,fftools/ffmpeg.c,init_output_stream_encode,2,6,1,5,43
186,ifilter_parameters_from_codecpar_fftools%ffmpeg,14,1.0,4910,1178.0,1,57,1,21,2,0,88,2,0,0,2,0,8.0,5.0,4.0,6.0,6.0,False,fftools/ffmpeg.c,ifilter_parameters_from_codecpar,0,12,1,3,311
187,show_sources_fftools%cmdutils,38,11.0,2351,545.0,4,15,3,4,3,14,85,1,1,0,0,0,21.33333333333333,0.24545454545454545,10.333333333333334,0.2909090909090909,0.2909090909090909,False,fftools/cmdutils.c,show_sources,0,19,1,7,24
190,getopt_compat%getopt,45,13.0,84,13.0,4,10,3,5,3,4,1,0,6,0,0,0,45.66666666666666,0.39814814814814814,4.666666666666667,2.435185185185185,2.435185185185185,False,compat/getopt.c,getopt,2,43,50,70,16
196,is_device_fftools%cmdutils,8,3.0,2351,545.0,2,15,2,4,1,0,85,0,1,0,0,0,15.0,0.06818181818181818,13.0,0.13636363636363635,0.13636363636363635,False,fftools/cmdutils.c,is_device,0,5,1,7,24
198,term_init_fftools%ffmpeg,37,4.0,4910,1178.0,3,57,3,21,0,1,88,4,0,1,0,0,19.666666666666668,0.2416666666666667,5.666666666666668,0.2,0.2,False,fftools/ffmpeg.c,term_init,0,3,1,1,277
205,avpriv_strtod_compat%strtod,54,15.0,93,25.0,3,7,3,5,2,2,2,7,72,3,0,0,31.33333333333333,0.9833333333333334,13.333333333333336,3.4119047619047618,3.4119047619047618,False,compat/strtod.c,avpriv_strtod,49,49,20,29,923
208,avpriv_vsnprintf_compat%msvcrt%snprintf,28,4.0,71,5.0,2,5,1,3,4,2,2,8,3,0,0,0,15.0,0.75,4.0,5.75,5.75,False,compat/msvcrt/snprintf.c,avpriv_vsnprintf,6,23,2,4,1047
209,init_input_thread_fftools%ffmpeg,28,6.0,4910,1178.0,3,57,3,21,1,5,88,0,0,0,0,0,18.666666666666668,1.8666666666666665,4.333333333333333,2.2,2.2,False,fftools/ffmpeg.c,init_input_thread,0,20,1,4,311
213,print_final_stats_fftools%ffmpeg,142,20.0,4910,1178.0,3,57,3,21,1,60,88,3,2,0,7,0,18.666666666666668,1.8666666666666665,4.333333333333333,2.2,2.2,False,fftools/ffmpeg.c,print_final_stats,0,2,6,12,311
216,sigterm_handler_fftools%ffmpeg,17,3.0,4910,1178.0,3,57,3,21,1,1,88,2,0,0,0,0,20.666666666666668,0.2015873015873016,73.0,0.2095238095238096,0.2095238095238096,False,fftools/ffmpeg.c,sigterm_handler,0,4,1,3,75
217,choose_pixel_fmt_fftools%ffmpeg_filter,34,9.0,1219,248.0,3,5,3,5,4,16,24,2,9,0,2,0,18.666666666666668,1.8666666666666665,4.333333333333333,2.2,2.2,False,fftools/ffmpeg_filter.c,choose_pixel_fmt,0,1,3,3,311
222,flush_encoders_fftools%ffmpeg,124,28.0,4910,1178.0,5,57,5,21,0,33,88,2,0,0,3,0,15.8,1.3209523809523809,44.8,1.3257142857142856,1.3257142857142856,False,fftools/ffmpeg.c,flush_encoders,2,33,1,5,75
223,show_formats_devices_fftools%cmdutils,62,23.0,2351,545.0,6,15,4,4,5,24,85,0,6,0,0,0,19.5,0.18528138528138527,60.25,0.2253246753246753,0.2253246753246753,False,fftools/cmdutils.c,show_formats_devices,20,32,1,7,24
225,print_device_sources_fftools%cmdutils,35,8.0,2351,545.0,4,15,3,4,2,5,85,0,6,0,1,0,21.33333333333333,0.24545454545454545,10.333333333333334,0.2909090909090909,0.2909090909090909,False,fftools/cmdutils.c,print_device_sources,2,2,1,7,24
231,ifilter_send_eof_fftools%ffmpeg,30,7.0,4910,1178.0,5,57,4,21,2,1,88,1,9,0,3,0,16.25,1.65,3.5,1.65,1.65,False,fftools/ffmpeg.c,ifilter_send_eof,1,6,1,3,311
233,reap_filters_fftools%ffmpeg,126,24.0,4910,1178.0,3,57,3,21,1,46,88,12,3,0,3,0,20.666666666666668,0.2015873015873016,73.0,0.2095238095238096,0.2095238095238096,False,fftools/ffmpeg.c,reap_filters,0,0,1,3,75
236,init_input_stream_fftools%ffmpeg,76,11.0,4910,1178.0,5,57,4,21,3,9,88,8,0,0,2,0,19.25,1.419230769230769,6.5,2.1115384615384616,2.1115384615384616,False,fftools/ffmpeg.c,init_input_stream,0,3,2,3,311
238,process_input_packet_fftools%ffmpeg,235,59.0,4910,1178.0,8,57,3,21,3,60,88,31,57,3,1,0,19.666666666666668,0.2416666666666667,5.666666666666668,0.2,0.2,False,fftools/ffmpeg.c,process_input_packet,6,7,1,1,30
239,free_input_threads_fftools%ffmpeg,8,2.0,4910,1178.0,2,57,2,21,0,1,88,0,0,0,0,0,24.0,0.3,4.5,0.3,0.3,False,fftools/ffmpeg.c,free_input_threads,0,3,1,4,311
245,print_report_fftools%ffmpeg,223,50.0,4910,1178.0,8,57,6,21,3,45,88,5,18,2,4,0,13.5,0.1320436507936508,40.333333333333336,0.14642857142857146,0.14642857142857146,False,fftools/ffmpeg.c,print_report,17,22,1,5,1
249,show_bsfs_fftools%cmdutils,12,2.0,2351,545.0,3,15,3,4,3,6,85,0,0,0,0,0,21.33333333333333,0.24545454545454545,10.333333333333334,0.2909090909090909,0.2909090909090909,False,fftools/cmdutils.c,show_bsfs,0,1,3,6,24
250,write_packet_fftools%ffmpeg,159,41.0,4910,1178.0,4,57,2,21,4,45,88,11,48,0,3,0,24.0,0.3,4.5,0.3,0.3,False,fftools/ffmpeg.c,write_packet,0,2,1,1,1
255,do_streamcopy_fftools%ffmpeg,102,26.0,4910,1178.0,9,57,5,21,3,36,88,4,25,0,6,0,43.0,0.5628947368421053,41.6,0.5473684210526316,0.5473684210526316,False,fftools/ffmpeg.c,do_streamcopy,4,5,1,4,896
258,opt_loglevel_fftools%cmdutils,85,17.0,2351,545.0,3,15,3,4,3,11,85,4,4,0,0,1,16.666666666666668,0.2,4.0,0.2,0.2,False,fftools/cmdutils.c,opt_loglevel,0,47,1,1,43
263,sub2video_push_ref_fftools%ffmpeg,19,4.0,4910,1178.0,3,57,3,21,2,7,88,0,0,0,3,0,20.666666666666668,0.2015873015873016,73.0,0.2095238095238096,0.2095238095238096,False,fftools/ffmpeg.c,sub2video_push_ref,0,9,1,3,75
264,hw_device_init_from_type_fftools%ffmpeg_hw,41,5.0,479,79.0,1,2,1,2,3,6,12,0,1,0,0,0,11.0,0.125,8.0,0.0,0.0,False,fftools/ffmpeg_hw.c,hw_device_init_from_type,0,42,3,12,277
276,update_benchmark_fftools%ffmpeg,21,3.0,4910,1178.0,3,57,2,21,1,5,88,0,2,0,0,0,24.0,0.3,4.5,0.3,0.3,False,fftools/ffmpeg.c,update_benchmark,0,6,1,4,2
281,assert_file_overwrite_fftools%ffmpeg_opt,50,15.0,3750,750.0,3,28,3,16,1,10,73,0,4,0,0,0,17.0,0.2,4.333333333333333,0.2,0.2,False,fftools/ffmpeg_opt.c,assert_file_overwrite,0,15,1,1,31
284,transcode_fftools%ffmpeg,164,28.0,4910,1178.0,2,57,2,21,0,11,88,27,0,0,3,0,24.0,0.3,4.5,0.3,0.3,False,fftools/ffmpeg.c,transcode,2,3,6,12,43
287,ifilter_send_frame_fftools%ffmpeg,94,25.0,4910,1178.0,4,57,3,21,2,11,88,7,9,0,0,0,16.666666666666668,0.2,4.0,0.2,0.2,False,fftools/ffmpeg.c,ifilter_send_frame,0,7,1,2,43
291,main_fftools%ffmpeg,84,13.0,4910,1178.0,2,57,2,21,2,6,88,7,2,0,0,0,24.0,0.3,4.5,0.3,0.3,False,fftools/ffmpeg.c,main,4,9,28,28,2
294,check_decode_result_fftools%ffmpeg,20,11.0,4910,1178.0,4,57,3,21,3,0,88,0,9,0,2,0,18.666666666666668,1.8666666666666665,4.333333333333333,2.2,2.2,False,fftools/ffmpeg.c,check_decode_result,0,5,6,12,311
298,video_display_fftools%ffplay,14,5.0,3760,820.0,3,18,3,8,1,0,115,0,5,0,0,0,18.666666666666668,1.8666666666666665,4.333333333333333,2.2,2.2,False,fftools/ffplay.c,video_display,0,1,1,3,311
301,show_help_default_fftools%ffmpeg_opt,82,10.0,3750,750.0,4,28,4,16,2,13,73,3,7,0,0,0,22.75,0.2761904761904762,58.25,0.4785714285714285,0.4785714285714285,False,fftools/ffmpeg_opt.c,show_help_default,0,2,2,3,75
304,free_input_thread_fftools%ffmpeg,16,4.0,4910,1178.0,2,57,2,21,1,5,88,0,0,0,1,0,24.0,0.3,4.5,0.3,0.3,False,fftools/ffmpeg.c,free_input_thread,0,15,1,4,311
306,hw_device_setup_for_encode_fftools%ffmpeg_hw,16,3.0,479,79.0,3,2,3,2,1,1,12,1,2,0,2,0,19.666666666666668,0.2416666666666667,5.666666666666668,0.2,0.2,False,fftools/ffmpeg_hw.c,hw_device_setup_for_encode,0,3,3,12,277
316,decoder_decode_frame_fftools%ffplay,102,28.0,3760,820.0,3,18,2,8,3,7,115,0,26,0,0,0,24.0,0.3,4.5,0.3,0.3,False,fftools/ffplay.c,decoder_decode_frame,0,1,1,2,896
318,transcode_step_fftools%ffmpeg,76,22.0,4910,1178.0,3,57,3,21,0,15,88,0,0,0,0,0,18.666666666666668,1.8666666666666665,4.333333333333333,2.2,2.2,False,fftools/ffmpeg.c,transcode_step,0,9,1,1,311
320,new_output_stream_fftools%ffmpeg_opt,255,46.0,3750,750.0,4,28,2,16,4,66,73,0,6,0,6,1,24.0,0.3,4.5,0.3,0.3,False,fftools/ffmpeg_opt.c,new_output_stream,0,4,2,4,26
321,add_input_streams_fftools%ffmpeg_opt,241,47.0,3750,750.0,9,28,6,16,2,52,73,4,5,0,3,0,18.83333333333333,0.3334770114942529,8.5,0.13448275862068965,0.13448275862068965,False,fftools/ffmpeg_opt.c,add_input_streams,3,18,3,12,277
322,show_hwaccels_fftools%ffmpeg_opt,15,3.0,3750,750.0,3,28,3,16,3,4,73,0,0,0,0,0,19.666666666666668,0.2416666666666667,5.666666666666668,0.2,0.2,False,fftools/ffmpeg_opt.c,show_hwaccels,0,5,3,12,277
325,hw_device_default_name_fftools%ffmpeg_hw,26,5.0,479,79.0,1,2,1,2,1,9,12,3,0,0,0,0,11.0,0.125,8.0,0.0,0.0,False,fftools/ffmpeg_hw.c,hw_device_default_name,0,24,3,12,277
328,sdl_audio_callback_fftools%ffplay,61,12.0,3760,820.0,3,18,3,8,3,5,115,6,1,4,1,0,18.666666666666668,1.8666666666666665,4.333333333333333,2.2,2.2,False,fftools/ffplay.c,sdl_audio_callback,0,1,1,4,311
337,init_output_stream_fftools%ffmpeg,251,53.0,4910,1178.0,2,57,2,21,3,49,88,28,54,2,5,0,24.0,0.3,4.5,0.3,0.3,False,fftools/ffmpeg.c,init_output_stream,2,17,3,4,8
339,get_format_fftools%ffmpeg,86,20.0,4910,1178.0,4,57,4,21,2,18,88,3,2,0,1,0,24.5,0.4603197674418604,15.0,0.6906976744186046,0.6906976744186046,False,fftools/ffmpeg.c,get_format,0,54,3,12,111
340,configure_input_video_filter_fftools%ffmpeg_filter,138,31.0,1219,248.0,3,5,3,5,3,46,24,0,6,0,6,0,20.666666666666668,0.2015873015873016,73.0,0.2095238095238096,0.2095238095238096,False,fftools/ffmpeg_filter.c,configure_input_video_filter,0,1,1,1,75
341,init_output_filter_fftools%ffmpeg_opt,49,10.0,3750,750.0,2,28,2,16,3,5,73,0,0,0,2,0,24.0,0.3,4.5,0.3,0.3,False,fftools/ffmpeg_opt.c,init_output_filter,0,0,1,3,241
348,sub2video_flush_fftools%ffmpeg,14,5.0,4910,1178.0,3,57,3,21,1,2,88,0,1,0,1,0,20.666666666666668,0.2015873015873016,73.0,0.2095238095238096,0.2095238095238096,False,fftools/ffmpeg.c,sub2video_flush,0,6,1,3,75
360,hw_device_setup_for_decode_fftools%ffmpeg_hw,119,23.0,479,79.0,3,2,3,2,1,9,12,7,25,0,2,0,19.666666666666668,0.2416666666666667,5.666666666666668,0.2,0.2,False,fftools/ffmpeg_hw.c,hw_device_setup_for_decode,0,85,3,12,277
366,is_realtime_fftools%ffplay,16,7.0,3760,820.0,3,18,3,8,1,0,115,0,6,0,0,0,18.666666666666668,1.8666666666666665,4.333333333333333,2.2,2.2,False,fftools/ffplay.c,is_realtime,0,2,6,12,311
370,decode_audio_fftools%ffmpeg,73,16.0,4910,1178.0,3,57,3,21,4,9,88,4,9,2,4,0,20.666666666666668,0.2015873015873016,73.0,0.2095238095238096,0.2095238095238096,False,fftools/ffmpeg.c,decode_audio,0,0,1,2,75
372,process_frame_fftools%ffprobe,70,21.0,3698,664.0,4,13,4,8,5,29,124,0,4,0,4,0,37.5,1.445454545454545,6.0,2.1954545454545453,2.1954545454545453,False,fftools/ffprobe.c,process_frame,0,2,1,1,311
379,choose_encoder_fftools%ffmpeg_opt,42,7.0,3750,750.0,3,28,3,16,3,9,73,3,3,0,2,0,18.666666666666668,1.8666666666666665,4.333333333333333,2.2,2.2,False,fftools/ffmpeg_opt.c,choose_encoder,0,1,6,12,311
381,open_output_file_fftools%ffmpeg_opt,818,193.0,3750,750.0,6,28,5,16,2,201,73,70,54,1,16,1,21.4,0.4533333333333333,5.8,1.6800000000000002,1.6800000000000002,False,fftools/ffmpeg_opt.c,open_output_file,3,4,6,12,241
385,do_exit_fftools%ffplay,21,5.0,3760,820.0,3,18,3,8,1,0,115,0,1,0,0,0,47.33333333333334,0.26060606060606056,6.666666666666668,0.9272727272727272,0.9272727272727272,False,fftools/ffplay.c,do_exit,0,0,1,3,244
386,audio_open_fftools%ffplay,104,16.0,3760,820.0,3,18,3,8,5,11,115,0,7,0,1,0,18.666666666666668,1.8666666666666665,4.333333333333333,2.2,2.2,False,fftools/ffplay.c,audio_open,0,1,1,4,311
392,stream_component_open_fftools%ffplay,189,29.0,3760,820.0,7,18,5,8,2,24,115,10,13,1,2,0,21.4,1.3751724137931034,8.6,1.3613793103448275,1.3613793103448275,False,fftools/ffplay.c,stream_component_open,1,5,1,4,311
396,open_input_file_fftools%ffmpeg_opt,350,72.0,3750,750.0,9,28,5,16,2,76,73,38,29,1,6,0,28.8,0.3820492079541625,47.4,1.6991371755982474,1.6991371755982474,False,fftools/ffmpeg_opt.c,open_input_file,14,15,3,4,1
398,videotoolbox_init_fftools%ffmpeg_videotoolbox,51,6.0,164,17.0,3,2,3,2,1,23,4,1,0,0,2,0,16.0,0.2,3.0,0.2,0.2,False,fftools/ffmpeg_videotoolbox.c,videotoolbox_init,0,2,4,5,923
400,do_video_out_fftools%ffmpeg,364,91.0,4910,1178.0,9,57,5,21,4,35,88,26,42,1,4,0,14.8,0.32095238095238104,44.8,0.12571428571428572,0.12571428571428572,False,fftools/ffmpeg.c,do_video_out,5,27,2,5,26
403,hw_device_init_from_string_fftools%ffmpeg_hw,137,20.0,479,79.0,3,2,3,2,2,23,12,9,1,0,0,0,19.666666666666668,0.2416666666666667,5.666666666666668,0.2,0.2,False,fftools/ffmpeg_hw.c,hw_device_init_from_string,0,1,3,12,277
422,event_loop_fftools%ffplay,217,62.0,3760,820.0,4,18,4,8,1,22,115,3,21,5,2,0,14.75,1.4,4.25,1.65,1.65,False,fftools/ffplay.c,event_loop,0,4,1,2,31
423,hw_device_match_by_codec_fftools%ffmpeg_hw,17,5.0,479,79.0,3,2,3,2,1,3,12,0,0,0,0,0,19.666666666666668,0.2416666666666667,5.666666666666668,0.2,0.2,False,fftools/ffmpeg_hw.c,hw_device_match_by_codec,0,12,3,12,277
432,stream_component_close_fftools%ffplay,57,10.0,3760,820.0,3,18,3,8,2,5,115,0,3,0,2,0,18.666666666666668,1.8666666666666665,4.333333333333333,2.2,2.2,False,fftools/ffplay.c,stream_component_close,0,1,1,4,311
442,init_complex_filtergraph_fftools%ffmpeg_filter,48,6.0,1219,248.0,3,5,3,5,1,6,24,4,2,0,3,0,16.0,0.3666666666666667,3.6666666666666665,0.2,0.2,False,fftools/ffmpeg_filter.c,init_complex_filtergraph,0,1,1,1,4
462,decode_i_mb_libavcodec%4xm,14,3.0,1030,153.0,5,203,3,40,1,2,17,0,2,0,1,0,59.0,0.3737891737891738,9.0,1.333903133903134,1.333903133903134,False,libavcodec/4xm.c,decode_i_mb,4,12,248,1830,2
469,video_thread_fftools%ffplay,131,23.0,3760,820.0,3,18,3,8,1,42,115,0,0,2,2,0,18.666666666666668,1.8666666666666665,4.333333333333333,2.2,2.2,False,fftools/ffplay.c,video_thread,0,2,1,1,311
475,show_stream_fftools%ffprobe,270,50.0,3698,664.0,2,13,2,8,5,24,124,6,5,0,3,0,24.0,0.3,4.5,0.3,0.3,False,fftools/ffprobe.c,show_stream,2,14,1,2,8
484,calculate_display_rect_fftools%ffplay,35,3.0,3760,820.0,3,18,3,8,8,7,115,3,1,2,1,0,18.666666666666668,1.8666666666666665,4.333333333333333,2.2,2.2,False,fftools/ffplay.c,calculate_display_rect,0,9,1,1,311
486,ffprobe_show_pixel_formats_fftools%ffprobe,56,9.0,3698,664.0,3,13,3,8,1,5,124,0,0,0,0,0,47.33333333333334,0.26060606060606056,6.666666666666668,0.9272727272727272,0.9272727272727272,False,fftools/ffprobe.c,ffprobe_show_pixel_formats,0,2,14,21,244
487,videotoolbox_uninit_fftools%ffmpeg_videotoolbox,14,1.0,164,17.0,3,2,3,2,1,8,4,0,0,0,3,0,16.0,0.2,3.0,0.2,0.2,False,fftools/ffmpeg_videotoolbox.c,videotoolbox_uninit,0,1,4,5,923
493,qsv_init_fftools%ffmpeg_qsv,41,5.0,109,12.0,3,2,3,2,1,7,4,0,0,1,2,0,17.333333333333332,0.2,7.333333333333332,0.2,0.2,False,fftools/ffmpeg_qsv.c,qsv_init,0,1,1,1,35
500,to_meta_with_crop_libavcodec%a64multienc,38,10.0,425,62.0,7,65,3,15,3,22,7,7,0,0,2,0,55.66666666666666,0.9067688378033204,13.333333333333336,2.0874840357598976,2.0874840357598976,False,libavcodec/a64multienc.c,to_meta_with_crop,7,25,2,6,20
501,idct_libavcodec%4xm,102,3.0,1030,153.0,4,203,2,40,1,19,17,0,0,0,0,0,78.0,0.5222222222222221,7.0,1.0777777777777775,1.0777777777777775,False,libavcodec/4xm.c,idct,34,83,248,1830,2
505,new_video_stream_fftools%ffmpeg_opt,237,46.0,3750,750.0,4,28,3,16,3,52,73,3,1,0,3,0,19.0,0.5333333333333333,3.333333333333333,0.2,0.2,False,fftools/ffmpeg_opt.c,new_video_stream,0,1,2,3,896
509,configure_video_filters_fftools%ffplay,92,12.0,3760,820.0,4,18,3,8,4,43,115,4,3,0,3,0,18.666666666666668,1.8666666666666665,4.333333333333333,2.2,2.2,False,fftools/ffplay.c,configure_video_filters,0,11,1,2,311
516,show_format_fftools%ffprobe,37,7.0,3698,664.0,2,13,2,8,2,14,124,0,0,0,3,0,24.0,0.3,4.5,0.3,0.3,False,fftools/ffprobe.c,show_format,0,1,6,12,311
530,read_interval_packets_fftools%ffprobe,122,30.0,3698,664.0,3,13,3,8,4,40,124,1,27,0,2,0,722.3333333333335,1.6,76.33333333333333,13.915151515151514,13.915151515151514,False,fftools/ffprobe.c,read_interval_packets,0,2,1,1,122
532,read_stream_mux_config_libavcodec%aacdec,81,20.0,593,92.0,12,376,3,45,2,10,19,16,22,0,0,0,55.0,0.3898148148148148,7.333333333333332,1.135185185185185,1.135185185185185,False,libavcodec/aacdec.c,read_stream_mux_config,2,81,19,23,6
534,read_thread_fftools%ffplay,389,106.0,3760,820.0,3,18,3,8,1,84,115,31,0,4,5,0,18.666666666666668,1.8666666666666665,4.333333333333333,2.2,2.2,False,fftools/ffplay.c,read_thread,0,1,6,12,311
547,search_for_pns_libavcodec%aaccoder,203,36.0,964,183.0,19,145,3,16,3,140,9,24,19,0,3,0,22.66666666666667,0.2888888888888889,9.666666666666666,2.6,2.6,False,libavcodec/aaccoder.c,search_for_pns,56,69,12,51,32
